CustomerID,PastLoanID,OriginationDate,TermMonths,RemainingBalance,LatePaymentCount
101711,PL101711_0,2020-08-30,24,625.94,2
101711,PL101711_1,2017-01-30,36,11327.93,0
101712,PL101712_0,2019-07-30,24,11907.04,0
101713,PL101713_0,2020-09-30,36,16980.85,2
101713,PL101713_1,2019-08-30,60,12227.79,2
101714,PL101714_0,2022-06-30,12,7299.52,0
101714,PL101714_1,2016-03-30,60,11027.27,1
101714,PL101714_2,2016-06-30,36,16175.73,0
101715,PL101715_0,2020-12-30,36,3154.93,0
101715,PL101715_1,2020-12-30,12,5888.59,1
101716,PL101716_0,2017-04-30,24,2212.71,1
101716,PL101716_1,2017-09-30,60,13136.98,1
101716,PL101716_2,2018-04-30,60,8958.65,2
101717,PL101717_0,2019-11-30,36,9118.98,1
101718,PL101718_0,2021-11-30,24,4122.0,0
101718,PL101718_1,2017-09-30,12,1485.52,1
101718,PL101718_2,2017-12-30,12,19501.54,1
101719,PL101719_0,2017-04-30,36,15898.1,1
101719,PL101719_1,2022-01-30,24,11908.26,0
101720,PL101720_0,2020-03-30,12,17073.25,1
101720,PL101720_1,2022-08-30,24,17512.08,0
101721,PL101721_0,2018-07-30,48,15918.03,1
101721,PL101721_1,2019-03-30,48,9936.44,0
101721,PL101721_2,2020-11-30,48,4735.32,0
101723,PL101723_0,2017-03-30,48,4866.83,2
101724,PL101724_0,2023-01-30,12,7719.59,0
101724,PL101724_1,2017-12-30,60,16556.16,3
101724,PL101724_2,2017-11-30,48,18699.04,2
101725,PL101725_0,2020-11-30,12,4527.6,0
101725,PL101725_1,2018-09-30,12,12536.11,0
101726,PL101726_0,2016-08-30,36,6515.33,0
101726,PL101726_1,2018-01-30,24,10284.76,0
101726,PL101726_2,2017-04-30,48,14676.42,3
101727,PL101727_0,2018-06-30,24,5453.09,1
101727,PL101727_1,2020-10-30,48,208.91,2
101727,PL101727_2,2021-06-30,36,1.07,0
101728,PL101728_0,2015-05-30,60,15919.7,0
101728,PL101728_1,2017-10-30,24,9019.37,0
101729,PL101729_0,2021-06-30,36,9535.77,0
101730,PL101730_0,2018-01-30,60,5160.0,0
101730,PL101730_1,2015-05-30,12,19279.99,2
101732,PL101732_0,2019-11-30,12,5346.99,0
101732,PL101732_1,2021-11-30,36,16036.95,0
101732,PL101732_2,2020-08-30,48,12802.71,1
101733,PL101733_0,2020-05-30,24,19362.89,1
101733,PL101733_1,2023-05-30,12,6497.16,3
101734,PL101734_0,2020-06-30,36,16689.85,0
101734,PL101734_1,2015-09-30,36,602.04,2
101735,PL101735_0,2015-06-30,48,16154.9,0
101736,PL101736_0,2023-03-30,12,7238.13,1
101739,PL101739_0,2018-12-30,12,19487.3,3
101740,PL101740_0,2018-07-30,60,3811.43,1
101742,PL101742_0,2018-09-30,60,12710.86,0
101742,PL101742_1,2020-08-30,12,16076.43,1
101742,PL101742_2,2015-05-30,24,19599.75,5
101743,PL101743_0,2018-12-30,36,15842.71,1
101745,PL101745_0,2017-02-28,12,15952.26,0
101745,PL101745_1,2020-08-30,48,18083.24,1
101745,PL101745_2,2018-03-30,24,17157.14,3
101746,PL101746_0,2016-06-30,48,242.07,0
101746,PL101746_1,2015-09-30,60,1230.71,2
101746,PL101746_2,2019-11-30,12,1059.98,0
101747,PL101747_0,2016-10-30,12,8395.53,2
101747,PL101747_1,2020-08-30,12,1909.82,2
101748,PL101748_0,2017-07-30,24,14600.55,2
101751,PL101751_0,2021-12-30,36,9086.74,0
101751,PL101751_1,2021-07-30,12,4042.82,1
101752,PL101752_0,2020-01-30,36,2025.13,2
101753,PL101753_0,2020-04-30,24,8664.94,2
101754,PL101754_0,2020-09-30,36,3101.76,0
101754,PL101754_1,2023-09-30,12,4963.12,0
101755,PL101755_0,2021-04-30,12,17569.68,0
101755,PL101755_1,2022-12-30,12,8296.15,0
101756,PL101756_0,2017-06-30,48,10790.57,0
101757,PL101757_0,2015-08-30,36,3489.97,2
101758,PL101758_0,2019-04-30,60,16990.84,1
101759,PL101759_0,2017-07-30,60,6477.08,2
101759,PL101759_1,2016-10-30,12,18518.22,0
101759,PL101759_2,2018-12-30,60,6500.86,1
101760,PL101760_0,2017-01-30,60,16957.3,0
101760,PL101760_1,2020-11-30,48,19216.33,1
101760,PL101760_2,2022-07-30,24,12390.18,2
101761,PL101761_0,2016-11-30,60,11794.96,0
101761,PL101761_1,2016-05-30,36,2074.94,1
101761,PL101761_2,2017-01-30,24,14948.03,0
101762,PL101762_0,2019-01-30,60,12335.82,0
101762,PL101762_1,2019-06-30,12,13043.5,1
101763,PL101763_0,2017-07-30,36,17151.39,0
101763,PL101763_1,2019-01-30,60,5008.95,0
101765,PL101765_0,2022-10-30,24,9606.28,0
101766,PL101766_0,2016-01-30,12,6191.6,1
101766,PL101766_1,2017-11-30,48,18413.27,0
101766,PL101766_2,2017-06-30,12,19977.38,2
101767,PL101767_0,2018-02-28,60,261.87,1
101770,PL101770_0,2017-01-30,48,16701.54,2
101775,PL101775_0,2015-10-30,48,1100.5,2
101778,PL101778_0,2021-05-30,48,10172.88,0
101778,PL101778_1,2019-06-30,36,13959.52,0
101779,PL101779_0,2019-01-30,36,17144.3,1
101779,PL101779_1,2016-03-30,24,2682.89,0
101780,PL101780_0,2019-12-30,48,1787.75,1
101780,PL101780_1,2018-05-30,12,13605.82,0
101780,PL101780_2,2021-08-30,36,19163.32,2
101783,PL101783_0,2021-01-30,36,8040.22,0
101783,PL101783_1,2017-01-30,60,18717.18,0
101785,PL101785_0,2018-08-30,36,1770.16,0
101785,PL101785_1,2019-07-30,48,13608.68,0
101785,PL101785_2,2015-05-30,12,3.16,1
101786,PL101786_0,2018-03-30,48,14894.88,1
101786,PL101786_1,2021-02-28,12,4799.23,2
101786,PL101786_2,2019-08-30,48,3202.04,1
101787,PL101787_0,2017-11-30,36,15780.78,1
101787,PL101787_1,2022-07-30,24,16811.04,1
101788,PL101788_0,2019-03-30,60,7100.28,0
101788,PL101788_1,2017-06-30,60,1436.99,1
101790,PL101790_0,2021-11-30,24,9268.79,0
101790,PL101790_1,2018-02-28,12,13505.32,0
101790,PL101790_2,2016-07-30,60,815.55,0
101791,PL101791_0,2016-08-30,48,4941.4,2
101791,PL101791_1,2024-04-30,12,15860.72,2
101791,PL101791_2,2020-05-30,36,15650.98,1
101792,PL101792_0,2019-03-30,60,4168.45,3
101792,PL101792_1,2018-09-30,60,2286.27,0
101793,PL101793_0,2017-09-30,12,5912.96,1
101793,PL101793_1,2021-12-30,36,13286.3,0
101794,PL101794_0,2017-10-30,36,17419.32,0
101794,PL101794_1,2019-12-30,48,4546.26,0
101794,PL101794_2,2015-11-30,48,10728.27,3
101797,PL101797_0,2016-05-30,12,18637.45,2
101799,PL101799_0,2021-01-30,48,6483.23,2
101799,PL101799_1,2015-07-30,60,7269.62,0
101799,PL101799_2,2016-09-30,36,13165.62,0
101800,PL101800_0,2021-09-30,12,2881.94,1
101800,PL101800_1,2016-01-30,24,8759.82,0
101800,PL101800_2,2017-01-30,48,11864.36,0
101801,PL101801_0,2018-10-30,48,2619.59,2
101801,PL101801_1,2019-07-30,36,11751.39,0
101801,PL101801_2,2021-02-28,48,17990.64,4
101802,PL101802_0,2022-07-30,12,10956.67,2
101802,PL101802_1,2019-02-28,48,19057.28,1
101802,PL101802_2,2020-01-30,48,4185.85,3
101804,PL101804_0,2020-03-30,48,19516.58,2
101804,PL101804_1,2020-02-29,12,17047.58,1
101805,PL101805_0,2016-12-30,24,7688.82,0
101805,PL101805_1,2015-11-30,48,12612.67,1
101805,PL101805_2,2018-04-30,24,4577.05,1
101806,PL101806_0,2017-05-30,60,17383.38,1
101807,PL101807_0,2019-03-30,24,10843.34,1
101807,PL101807_1,2019-04-30,36,7882.61,1
101809,PL101809_0,2017-08-30,60,11487.22,2
101809,PL101809_1,2017-03-30,60,12168.89,1
101809,PL101809_2,2021-11-30,24,1406.32,1
101811,PL101811_0,2015-08-30,24,631.25,1
101812,PL101812_0,2021-01-30,36,1899.03,0
101812,PL101812_1,2018-09-30,60,19912.24,0
101813,PL101813_0,2016-04-30,60,6926.31,2
101813,PL101813_1,2018-09-30,36,14961.43,0
101814,PL101814_0,2017-12-30,36,3367.2,2
101814,PL101814_1,2016-02-29,12,6184.56,2
101815,PL101815_0,2020-02-29,12,18634.83,0
101815,PL101815_1,2019-11-30,12,14495.47,0
101816,PL101816_0,2021-05-30,36,9738.21,0
101816,PL101816_1,2023-10-30,12,4415.08,0
101816,PL101816_2,2021-03-30,48,5145.14,1
101817,PL101817_0,2021-01-30,36,2335.31,0
101817,PL101817_1,2019-11-30,12,16071.46,2
101817,PL101817_2,2021-03-30,48,7498.11,1
101819,PL101819_0,2021-05-30,48,15052.93,0
101819,PL101819_1,2016-11-30,60,11630.04,2
101820,PL101820_0,2019-01-30,12,17604.55,1
101820,PL101820_1,2020-05-30,60,8778.76,0
101820,PL101820_2,2020-06-30,24,3007.33,1
101822,PL101822_0,2019-11-30,36,356.51,2
101822,PL101822_1,2015-05-30,60,13849.7,1
101822,PL101822_2,2019-11-30,48,3030.45,0
101823,PL101823_0,2016-09-30,48,4513.92,0
101823,PL101823_1,2018-09-30,60,17798.03,3
101823,PL101823_2,2016-09-30,60,19211.17,0
101824,PL101824_0,2023-06-30,12,14736.11,3
101824,PL101824_1,2023-12-30,12,10584.39,0
101824,PL101824_2,2018-09-30,60,15177.27,0
101826,PL101826_0,2017-09-30,48,1350.55,1
101826,PL101826_1,2019-08-30,48,19182.66,2
101827,PL101827_0,2020-09-30,48,14389.97,2
101828,PL101828_0,2019-02-28,24,1854.81,0
101828,PL101828_1,2018-12-30,12,8379.02,1
101830,PL101830_0,2019-02-28,60,17161.77,1
101830,PL101830_1,2019-12-30,48,17640.53,2
101830,PL101830_2,2016-03-30,12,8740.57,0
101831,PL101831_0,2017-06-30,36,1564.59,0
101831,PL101831_1,2021-12-30,24,13318.14,1
101833,PL101833_0,2020-09-30,24,11087.63,0
101833,PL101833_1,2021-12-30,12,362.59,1
101833,PL101833_2,2021-03-30,12,13605.07,0
101834,PL101834_0,2019-11-30,48,19568.99,3
101835,PL101835_0,2019-10-30,60,13364.06,3
101835,PL101835_1,2015-06-30,24,12870.01,0
101835,PL101835_2,2015-10-30,60,13516.66,0
101837,PL101837_0,2016-03-30,60,19060.74,1
101837,PL101837_1,2017-10-30,60,13857.75,0
101838,PL101838_0,2022-05-30,36,5615.01,0
101839,PL101839_0,2020-06-30,48,554.38,1
101839,PL101839_1,2024-01-30,12,8695.15,2
101839,PL101839_2,2018-04-30,12,6951.16,1
101841,PL101841_0,2018-10-30,12,12247.37,3
101841,PL101841_1,2017-04-30,24,13923.94,0
101841,PL101841_2,2017-12-30,48,3859.54,2
101842,PL101842_0,2020-03-30,48,5978.79,2
101842,PL101842_1,2017-04-30,12,1537.02,2
101842,PL101842_2,2018-06-30,12,9591.62,0
101843,PL101843_0,2021-12-30,12,16289.94,2
101843,PL101843_1,2020-04-30,36,7695.63,1
101845,PL101845_0,2021-09-30,36,5698.14,0
101846,PL101846_0,2018-10-30,12,19278.68,0
101846,PL101846_1,2023-01-30,12,6230.88,2
101846,PL101846_2,2020-09-30,36,1335.26,1
101848,PL101848_0,2017-08-30,24,9093.26,2
101851,PL101851_0,2015-12-30,12,4698.15,4
101851,PL101851_1,2018-01-30,24,11787.68,0
101851,PL101851_2,2016-03-30,60,19285.98,1
101852,PL101852_0,2018-12-30,48,9360.76,1
101852,PL101852_1,2017-06-30,48,8713.3,1
101853,PL101853_0,2024-03-30,12,11001.86,2
101853,PL101853_1,2018-06-30,36,2757.99,0
101854,PL101854_0,2019-10-30,24,12180.49,3
101854,PL101854_1,2022-05-30,36,3860.76,1
101854,PL101854_2,2018-08-30,48,11688.03,0
101856,PL101856_0,2023-03-30,24,18692.14,2
101857,PL101857_0,2018-07-30,36,3115.7,1
101857,PL101857_1,2019-06-30,24,6474.64,3
101858,PL101858_0,2021-08-30,24,10190.4,1
101858,PL101858_1,2021-08-30,12,1822.66,2
101859,PL101859_0,2019-04-30,48,2958.06,0
101860,PL101860_0,2016-04-30,60,8623.52,0
101860,PL101860_1,2021-11-30,12,4221.62,0
101861,PL101861_0,2023-04-30,24,6955.74,2
101863,PL101863_0,2023-08-30,12,2476.92,0
101864,PL101864_0,2019-12-30,48,18838.67,1
101865,PL101865_0,2020-11-30,48,10232.61,0
101865,PL101865_1,2022-02-28,12,14825.45,2
101865,PL101865_2,2015-09-30,36,3518.41,1
101866,PL101866_0,2015-09-30,12,2343.85,1
101869,PL101869_0,2019-01-30,12,9641.38,0
101870,PL101870_0,2021-03-30,24,934.18,0
101872,PL101872_0,2016-02-29,60,12983.34,0
101874,PL101874_0,2022-09-30,12,357.6,0
101874,PL101874_1,2019-08-30,60,11237.79,1
101874,PL101874_2,2016-01-30,48,12716.7,0
101876,PL101876_0,2021-03-30,24,15288.57,1
101876,PL101876_1,2018-03-30,60,3584.73,1
101877,PL101877_0,2017-01-30,36,14356.61,0
101879,PL101879_0,2017-08-30,60,19820.16,1
101879,PL101879_1,2016-03-30,48,13179.83,4
101880,PL101880_0,2020-03-30,60,9145.55,1
101880,PL101880_1,2017-10-30,60,11377.35,1
101880,PL101880_2,2020-06-30,24,5674.15,1
101881,PL101881_0,2020-09-30,36,18561.48,1
101881,PL101881_1,2016-04-30,36,10592.89,1
101882,PL101882_0,2016-12-30,36,5466.89,1
101882,PL101882_1,2019-06-30,60,13727.82,0
101882,PL101882_2,2021-02-28,48,17614.2,2
101884,PL101884_0,2019-09-30,36,19673.96,1
101884,PL101884_1,2016-08-30,24,5272.29,0
101884,PL101884_2,2017-06-30,60,739.49,1
101885,PL101885_0,2017-04-30,48,10817.65,2
101885,PL101885_1,2016-04-30,60,16999.19,2
101886,PL101886_0,2019-05-30,48,12948.93,2
101888,PL101888_0,2018-04-30,60,7141.69,2
101888,PL101888_1,2018-05-30,60,8331.6,0
101890,PL101890_0,2016-02-29,12,4929.38,1
101890,PL101890_1,2016-09-30,36,17006.11,0
101891,PL101891_0,2018-12-30,36,4833.44,0
101891,PL101891_1,2015-05-30,48,16337.18,2
101892,PL101892_0,2018-12-30,24,3801.18,0
101893,PL101893_0,2017-09-30,36,1164.12,2
101893,PL101893_1,2023-08-30,12,18428.9,0
101894,PL101894_0,2018-05-30,60,8159.65,2
101894,PL101894_1,2016-11-30,12,5827.62,0
101895,PL101895_0,2017-06-30,48,10388.51,0
101895,PL101895_1,2016-03-30,36,1173.02,1
101895,PL101895_2,2016-02-29,60,18517.7,1
101896,PL101896_0,2020-02-29,48,982.73,2
101896,PL101896_1,2020-04-30,12,2327.2,0
101897,PL101897_0,2022-07-30,12,3335.06,0
101897,PL101897_1,2016-08-30,24,6787.92,2
101898,PL101898_0,2020-05-30,12,18433.78,0
101898,PL101898_1,2018-08-30,60,17080.57,0
101898,PL101898_2,2021-07-30,24,17765.36,0
101899,PL101899_0,2018-01-30,12,13434.01,0
101899,PL101899_1,2020-02-29,36,8698.16,2
101900,PL101900_0,2017-09-30,60,16235.57,0
101900,PL101900_1,2016-09-30,36,13155.2,2
101901,PL101901_0,2018-09-30,12,2186.91,2
101901,PL101901_1,2018-12-30,36,8792.61,0
101901,PL101901_2,2017-09-30,36,8053.11,2
101902,PL101902_0,2019-02-28,48,15917.78,0
101905,PL101905_0,2016-07-30,24,15727.05,1
101905,PL101905_1,2018-11-30,24,7103.6,1
101905,PL101905_2,2016-09-30,60,17210.74,3
101907,PL101907_0,2018-06-30,48,8475.52,0
101907,PL101907_1,2020-02-29,36,3903.47,3
101907,PL101907_2,2018-05-30,12,14137.32,0
101908,PL101908_0,2020-12-30,12,6759.29,0
101908,PL101908_1,2023-03-30,12,13898.97,1
101908,PL101908_2,2021-03-30,24,3893.76,2
101909,PL101909_0,2015-06-30,24,1784.63,1
101909,PL101909_1,2019-12-30,48,19502.36,1
101910,PL101910_0,2015-10-30,36,18832.45,3
101910,PL101910_1,2022-05-30,24,10019.74,0
101910,PL101910_2,2018-07-30,60,4687.8,2
101911,PL101911_0,2016-04-30,12,2905.35,1
101911,PL101911_1,2015-08-30,12,13570.31,0
101913,PL101913_0,2015-11-30,60,6397.27,1
101913,PL101913_1,2019-05-30,24,4151.5,2
101914,PL101914_0,2022-07-30,24,919.7,2
101915,PL101915_0,2016-05-30,48,10286.84,0
101915,PL101915_1,2018-11-30,60,8375.98,0
101917,PL101917_0,2020-12-30,36,370.19,1
101917,PL101917_1,2023-06-30,12,10369.51,0
101918,PL101918_0,2019-06-30,60,9398.11,0
101918,PL101918_1,2018-12-30,48,14862.13,3
101918,PL101918_2,2023-07-30,12,15609.28,1
101920,PL101920_0,2018-01-30,60,16210.42,1
101920,PL101920_1,2018-09-30,48,2161.45,0
101922,PL101922_0,2020-07-30,48,12934.6,0
101924,PL101924_0,2018-02-28,12,5412.39,0
101925,PL101925_0,2017-06-30,60,15283.93,0
101926,PL101926_0,2019-01-30,48,5401.91,2
101926,PL101926_1,2019-01-30,60,8643.24,1
101926,PL101926_2,2017-08-30,36,14675.41,0
101927,PL101927_0,2016-05-30,60,3938.81,1
101927,PL101927_1,2017-05-30,36,19304.1,2
101927,PL101927_2,2018-05-30,48,6657.65,0
101929,PL101929_0,2019-06-30,48,8966.01,2
101929,PL101929_1,2019-04-30,48,2478.54,0
101931,PL101931_0,2023-01-30,12,4955.41,1
101931,PL101931_1,2016-09-30,48,10255.3,2
101931,PL101931_2,2015-09-30,24,2149.28,0
101932,PL101932_0,2020-09-30,36,16615.02,3
101932,PL101932_1,2018-10-30,48,11782.18,0
101933,PL101933_0,2021-03-30,48,5421.96,0
101933,PL101933_1,2021-09-30,12,16642.01,4
101933,PL101933_2,2016-08-30,36,10667.27,2
101934,PL101934_0,2022-02-28,12,7896.0,1
101934,PL101934_1,2021-10-30,24,4870.94,0
101934,PL101934_2,2016-05-30,60,17639.21,2
101936,PL101936_0,2022-01-30,24,17795.76,0
101936,PL101936_1,2016-08-30,48,6413.14,1
101936,PL101936_2,2019-08-30,36,14393.54,0
101937,PL101937_0,2015-06-30,12,311.32,1
101937,PL101937_1,2022-09-30,24,16106.81,0
101938,PL101938_0,2016-09-30,60,10396.25,4
101938,PL101938_1,2017-07-30,36,8148.07,0
101938,PL101938_2,2023-09-30,12,13577.85,0
101939,PL101939_0,2017-04-30,48,13742.93,1
101939,PL101939_1,2019-04-30,60,16453.3,1
101939,PL101939_2,2016-06-30,60,3745.86,0
101940,PL101940_0,2021-01-30,48,17359.79,0
101941,PL101941_0,2017-08-30,60,11945.99,2
101941,PL101941_1,2017-10-30,60,14719.62,0
101941,PL101941_2,2015-05-30,60,11984.22,0
101942,PL101942_0,2019-02-28,12,13178.16,2
101943,PL101943_0,2017-11-30,24,1406.63,0
101946,PL101946_0,2020-01-30,48,5609.5,0
101947,PL101947_0,2017-11-30,12,6686.01,0
101948,PL101948_0,2018-08-30,48,15507.42,0
101949,PL101949_0,2019-09-30,36,18523.64,2
101949,PL101949_1,2019-05-30,48,14547.43,0
101949,PL101949_2,2021-11-30,24,18713.12,0
101950,PL101950_0,2020-07-30,12,6102.63,2
101950,PL101950_1,2016-06-30,48,14731.77,0
101951,PL101951_0,2015-10-30,60,11115.63,1
101951,PL101951_1,2016-05-30,12,16598.59,0
101952,PL101952_0,2018-08-30,60,5241.39,0
101952,PL101952_1,2020-06-30,36,147.59,2
101953,PL101953_0,2017-05-30,60,14712.55,2
101954,PL101954_0,2020-01-30,36,13236.51,0
101956,PL101956_0,2015-11-30,24,5685.55,0
101956,PL101956_1,2016-11-30,60,10274.94,0
101958,PL101958_0,2019-07-30,48,13200.05,2
101959,PL101959_0,2017-06-30,60,17330.43,1
101961,PL101961_0,2016-04-30,60,8385.43,0
101961,PL101961_1,2019-01-30,48,10578.09,3
101961,PL101961_2,2019-12-30,36,12546.95,0
101962,PL101962_0,2022-07-30,12,18706.74,0
101962,PL101962_1,2019-03-30,12,2742.83,0
101963,PL101963_0,2016-10-30,60,10869.4,2
101963,PL101963_1,2020-11-30,12,7684.37,0
101964,PL101964_0,2021-10-30,24,5381.5,2
101966,PL101966_0,2016-07-30,24,18430.64,0
101968,PL101968_0,2018-06-30,24,10689.48,2
101971,PL101971_0,2018-10-30,60,205.51,0
101971,PL101971_1,2018-06-30,48,19710.72,0
101971,PL101971_2,2017-04-30,24,16419.32,1
101972,PL101972_0,2018-07-30,36,786.19,1
101972,PL101972_1,2019-05-30,60,3505.25,0
101975,PL101975_0,2020-03-30,24,5347.3,4
101977,PL101977_0,2017-09-30,12,7669.96,3
101980,PL101980_0,2015-05-30,36,16187.06,1
101980,PL101980_1,2021-06-30,12,2423.89,1
101981,PL101981_0,2018-09-30,48,36.35,0
101982,PL101982_0,2021-05-30,36,7492.53,0
101982,PL101982_1,2023-02-28,12,10185.27,0
101982,PL101982_2,2021-08-30,24,5749.51,1
101983,PL101983_0,2015-06-30,24,14665.29,1
101984,PL101984_0,2023-08-30,12,510.19,1
101984,PL101984_1,2021-07-30,24,3894.01,0
101985,PL101985_0,2022-02-28,12,11381.77,0
101986,PL101986_0,2018-09-30,60,18529.16,0
101988,PL101988_0,2018-02-28,24,4669.09,0
101988,PL101988_1,2022-07-30,12,2750.03,2
101989,PL101989_0,2019-12-30,60,7851.27,0
101989,PL101989_1,2023-11-30,12,13808.52,1
101991,PL101991_0,2016-02-29,24,2839.03,0
101991,PL101991_1,2024-05-30,12,6572.5,1
101992,PL101992_0,2016-12-30,60,5943.52,0
101992,PL101992_1,2016-05-30,24,10804.16,2
101992,PL101992_2,2015-06-30,36,17299.06,3
101993,PL101993_0,2016-10-30,12,13051.67,0
101993,PL101993_1,2021-02-28,36,12496.77,3
101994,PL101994_0,2016-03-30,60,10746.52,0
101994,PL101994_1,2019-03-30,12,8131.35,1
101994,PL101994_2,2017-04-30,12,2122.11,1
101997,PL101997_0,2020-03-30,36,14632.34,0
101997,PL101997_1,2016-08-30,48,19989.81,3
101999,PL101999_0,2024-05-30,12,18780.9,1
101999,PL101999_1,2016-06-30,36,10436.36,2
102001,PL102001_0,2018-09-30,36,7608.78,3
102001,PL102001_1,2016-07-30,24,12511.85,1
102001,PL102001_2,2017-11-30,12,10941.55,1
102002,PL102002_0,2019-05-30,48,8668.06,1
102003,PL102003_0,2016-07-30,24,13791.94,0
102003,PL102003_1,2019-04-30,60,12198.03,1
102004,PL102004_0,2015-08-30,36,14591.93,0
102005,PL102005_0,2016-06-30,12,19974.97,0
102006,PL102006_0,2017-09-30,48,8240.37,2
102006,PL102006_1,2020-05-30,48,17607.06,1
102007,PL102007_0,2020-08-30,48,17871.0,0
102007,PL102007_1,2018-06-30,24,16351.15,3
102007,PL102007_2,2018-10-30,60,16078.05,2
102010,PL102010_0,2020-09-30,12,19544.78,0
102011,PL102011_0,2019-12-30,24,15956.5,0
102011,PL102011_1,2016-06-30,24,14944.19,2
102011,PL102011_2,2015-09-30,36,11666.14,0
102013,PL102013_0,2023-03-30,24,7920.78,0
102013,PL102013_1,2015-07-30,48,10191.42,1
102013,PL102013_2,2015-12-30,60,8738.47,0
102015,PL102015_0,2016-10-30,12,13444.1,1
102016,PL102016_0,2017-08-30,24,14032.27,0
102017,PL102017_0,2021-07-30,12,279.83,0
102017,PL102017_1,2020-06-30,48,8571.32,2
102018,PL102018_0,2016-11-30,60,5113.53,1
102018,PL102018_1,2023-05-30,12,6385.31,1
102018,PL102018_2,2020-01-30,48,3319.26,0
102019,PL102019_0,2019-10-30,60,12458.21,1
102019,PL102019_1,2020-01-30,12,262.92,1
102020,PL102020_0,2017-07-30,60,3716.63,0
102020,PL102020_1,2015-07-30,48,1299.64,2
102021,PL102021_0,2020-10-30,12,13274.84,0
102021,PL102021_1,2018-03-30,48,12251.48,3
102021,PL102021_2,2020-05-30,48,16868.42,1
102022,PL102022_0,2019-10-30,60,3405.07,2
102024,PL102024_0,2021-01-30,24,5412.36,4
102024,PL102024_1,2020-01-30,36,3838.56,3
102025,PL102025_0,2023-03-30,24,12229.15,2
102025,PL102025_1,2018-12-30,24,12027.2,2
102026,PL102026_0,2022-02-28,24,1007.77,1
102027,PL102027_0,2019-01-30,12,6816.9,2
102028,PL102028_0,2017-07-30,12,7264.53,1
102029,PL102029_0,2015-11-30,36,10471.9,2
102029,PL102029_1,2020-08-30,24,5109.06,0
102030,PL102030_0,2016-02-29,60,7163.15,2
102030,PL102030_1,2015-11-30,36,16285.47,2
102032,PL102032_0,2019-10-30,36,15525.18,3
102032,PL102032_1,2022-01-30,36,5021.85,1
102032,PL102032_2,2015-08-30,36,13282.85,2
102033,PL102033_0,2018-02-28,12,7440.6,1
102034,PL102034_0,2019-07-30,36,18812.35,1
102034,PL102034_1,2022-06-30,12,15088.48,2
102035,PL102035_0,2015-07-30,12,1957.98,0
102036,PL102036_0,2015-11-30,60,5697.87,3
102036,PL102036_1,2018-11-30,60,18073.76,2
102036,PL102036_2,2021-06-30,24,16793.25,2
102037,PL102037_0,2016-10-30,24,12712.52,0
102038,PL102038_0,2015-09-30,60,9180.97,0
102038,PL102038_1,2020-10-30,36,8766.11,1
102039,PL102039_0,2023-05-30,24,17043.12,0
102039,PL102039_1,2015-11-30,60,6415.43,1
102039,PL102039_2,2022-03-30,36,11351.53,0
102040,PL102040_0,2015-09-30,48,13045.16,3
102040,PL102040_1,2018-05-30,48,1342.99,0
102041,PL102041_0,2017-08-30,24,11060.65,2
102041,PL102041_1,2018-01-30,24,13406.53,0
102041,PL102041_2,2024-04-30,12,19950.33,0
102042,PL102042_0,2016-05-30,60,3216.17,0
102042,PL102042_1,2022-08-30,12,2094.08,1
102043,PL102043_0,2019-09-30,48,4892.62,0
102043,PL102043_1,2023-07-30,12,8681.32,0
102044,PL102044_0,2018-06-30,36,7803.88,3
102044,PL102044_1,2019-01-30,48,9.16,1
102044,PL102044_2,2020-05-30,36,4050.19,1
102047,PL102047_0,2018-04-30,48,254.0,3
102047,PL102047_1,2018-11-30,36,14364.6,1
102048,PL102048_0,2021-08-30,12,18634.27,0
102048,PL102048_1,2019-03-30,48,6804.11,1
102049,PL102049_0,2019-05-30,60,14438.01,1
102050,PL102050_0,2019-06-30,24,15092.88,1
102050,PL102050_1,2018-08-30,48,14002.15,1
102050,PL102050_2,2020-02-29,48,16147.12,2
102051,PL102051_0,2017-12-30,36,13749.38,0
102051,PL102051_1,2017-06-30,36,8039.93,0
102051,PL102051_2,2020-03-30,12,4252.54,1
102052,PL102052_0,2018-10-30,36,10175.07,0
102052,PL102052_1,2019-08-30,12,2315.97,1
102052,PL102052_2,2019-11-30,12,11407.16,3
102053,PL102053_0,2017-04-30,48,11983.48,1
102053,PL102053_1,2015-09-30,60,19385.03,0
102053,PL102053_2,2016-03-30,36,12851.75,4
102054,PL102054_0,2020-02-29,24,5667.66,2
102055,PL102055_0,2015-07-30,60,3442.87,0
102055,PL102055_1,2021-07-30,36,6893.22,1
102055,PL102055_2,2015-10-30,24,10536.26,1
102056,PL102056_0,2016-04-30,60,5688.65,0
102056,PL102056_1,2018-04-30,48,1384.11,0
102056,PL102056_2,2021-01-30,24,13989.53,0
102057,PL102057_0,2023-03-30,12,1064.43,1
102057,PL102057_1,2015-09-30,48,18862.11,2
102057,PL102057_2,2017-04-30,48,15450.09,1
102059,PL102059_0,2020-05-30,24,14930.22,1
102059,PL102059_1,2022-01-30,36,4098.15,1
102061,PL102061_0,2019-02-28,36,12219.32,1
102061,PL102061_1,2017-01-30,60,18215.31,1
102061,PL102061_2,2017-09-30,12,13556.59,0
102063,PL102063_0,2018-03-30,48,11084.48,1
102063,PL102063_1,2017-05-30,48,124.39,1
102064,PL102064_0,2017-03-30,48,6117.59,1
102064,PL102064_1,2022-03-30,12,17039.07,0
