CustomerID,Age,Gender,Region,Job,MaritalStatus,Dependents,ImmigrationStatus,Income,HouseholdIncome,CreditScore,DebtToIncomeRatio,HasDefaultedBefore,Class,BranchID,HistoryStart
101399,40,Male,Vancouver,Software Developer,Divorced,0,Permanent Resident,123700.0,219000.0,666,0.242952173186901,0,Advance,10210-016,2023-05-30
101400,39,Female,Vancouver,Doctor,Married,1,Work Permit,327000.0,660600.0,717,0.219221451696529,0,Premium,10030-016,2022-09-30
101401,22,Male,Langford,Technician,Divorced,0,Citizen,58700.0,108800.0,651,0.319386709694206,0,Basic,10610-016,2021-05-30
101402,35,Female,Vancouver,Software Developer,Widowed,1,Citizen,186300.0,389800.0,632,0.244012826145232,0,Advance,10230-016,2015-10-30
101403,72,Male,Port Coquitlam,Doctor,Married,1,Citizen,300500.0,620000.0,564,0.410619560056341,1,Basic,10710-016,2019-12-30
101404,68,Female,Vernon,Engineer,Single,0,Citizen,119200.0,119200.0,691,0.412854898936341,0,Advance,10420-016,2016-05-30
101405,71,Male,Surrey,Nurse,Married,1,Citizen,60100.0,125500.0,744,0.164603497346547,0,Basic,10200-016,2017-07-30
101406,23,Male,Nanaimo,Engineer,Single,1,Citizen,81400.0,81400.0,768,0.131053584801,0,Basic,10640-016,2020-05-30
101407,49,Male,Chilliwack,Veterinarian,Married,2,Citizen,284800.0,518100.0,574,0.0772369766293763,0,Premium,10660-016,2019-04-30
101408,70,Male,Burnaby,Doctor,Single,0,Citizen,313400.0,313400.0,666,0.188049177183903,0,Premium,00140-016,2018-07-30
101409,71,Male,Surrey,Doctor,Married,1,Work Permit,156900.0,324200.0,651,0.40066809031278,0,Advance,10200-016,2023-04-30
101410,51,Male,Kamloops,Veterinarian,Married,2,Citizen,166000.0,318100.0,616,0.552215514845147,1,Basic,10460-016,2016-01-30
101411,59,Female,Abbotsford,Engineer,Married,5,Citizen,147900.0,271000.0,674,0.128666053041668,0,Advance,10670-016,2016-03-30
101412,72,Male,Chilliwack,Nurse,Single,0,Citizen,77400.0,77400.0,633,0.0733249906446836,0,Basic,10660-016,2021-01-30
101413,25,Male,Langley,Software Developer,Married,0,Citizen,90200.0,155300.0,752,1.12414303357037,1,Basic,10680-016,2018-05-30
101414,22,Male,Surrey,Technician,Single,0,Citizen,52100.0,52100.0,615,0.531806292335219,0,Basic,10200-016,2021-05-30
101415,29,Male,Vancouver,Engineer,Single,0,Permanent Resident,77000.0,77000.0,611,0.284103807506958,0,Basic,10080-016,2020-06-30
101416,50,Male,Surrey,Engineer,Married,0,Citizen,102800.0,208300.0,688,0.0556150512162791,0,Basic,10130-016,2019-01-30
101417,60,Female,Kelowna,Technician,Widowed,0,Citizen,70800.0,146600.0,583,0.344535790641758,0,Basic,10430-016,2019-01-30
101418,24,Male,Penticton,Engineer,Single,1,Citizen,102100.0,102100.0,559,0.36468107529037,0,Basic,01850-016,2019-05-30
101419,53,Male,Surrey,Technician,Married,2,Citizen,70800.0,140300.0,741,0.201357466581775,0,Basic,10200-016,2017-07-30
101420,31,Female,Vancouver,Technician,Married,7,Citizen,75600.0,140400.0,610,0.292052591269354,0,Basic,10380-016,2017-08-30
101421,31,Male,Vancouver,Technician,Married,2,Citizen,67000.0,125900.0,766,0.28544971004809,0,Basic,10380-016,2017-02-28
101422,40,Female,Richmond,Nurse,Married,1,Citizen,66700.0,122300.0,624,0.283476335411109,0,Basic,10290-016,2018-11-30
101423,67,Male,Vancouver,Software Developer,Divorced,1,Citizen,102500.0,177500.0,685,0.147973254578857,0,Basic,00020-016,2015-12-30
101424,55,Female,Langford,Software Developer,Married,2,Permanent Resident,106100.0,221200.0,624,0.24160901573032,0,Basic,10610-016,2021-06-30
101425,54,Female,West Vancouver,Manager,Married,1,Permanent Resident,103600.0,182700.0,674,0.149665466772067,0,Basic,00510-016,2020-06-30
101426,44,Female,Kelowna,Nurse,Married,3,Citizen,85700.0,165000.0,619,0.232697033061228,0,Basic,10430-016,2020-09-30
101427,49,Female,Abbotsford,Manager,Single,0,Citizen,208400.0,208400.0,670,0.020216009555947,0,Premium,10670-016,2015-10-30
101428,53,Female,Maple Ridge,Doctor,Married,1,Citizen,293700.0,585000.0,562,0.123394000899555,0,Premium,10690-016,2019-10-30
101429,71,Male,Chilliwack,Veterinarian,Married,4,Permanent Resident,310000.0,528200.0,659,0.293207835707833,0,Premium,10660-016,2020-06-30
101430,28,Male,Surrey,Software Developer,Married,1,Citizen,144800.0,248100.0,693,0.244634805763995,1,Basic,10130-016,2018-08-30
101431,50,Female,Burnaby,Software Developer,Married,1,Citizen,151700.0,314700.0,614,0.360245761484931,0,Advance,10300-016,2019-03-30
101432,29,Female,Langford,Software Developer,Widowed,0,Citizen,123300.0,254100.0,571,0.425377157742916,0,Advance,10610-016,2015-05-30
101433,22,Female,Penticton,Engineer,Divorced,0,Citizen,79200.0,144900.0,589,0.092143542418505,0,Basic,01850-016,2021-05-30
101434,24,Female,Vancouver,Nurse,Divorced,0,Citizen,71800.0,123300.0,643,0.00257136504496498,0,Basic,10760-016,2019-05-30
101435,45,Male,Surrey,Manager,Single,0,Citizen,189900.0,189900.0,652,0.444053679359307,0,Advance,10200-016,2015-10-30
101436,44,Female,Richmond,Doctor,Married,2,Citizen,392500.0,766000.0,624,0.430925701219179,0,Premium,10120-016,2017-04-30
101437,29,Female,Vancouver,Software Developer,Married,2,Permanent Resident,165900.0,302600.0,574,0.297910974806156,1,Basic,10080-016,2020-06-30
101438,68,Female,Surrey,Nurse,Widowed,0,Citizen,68200.0,116700.0,701,1.49862570731662,1,Basic,10200-016,2020-12-30
101439,58,Female,Kelowna,Manager,Married,2,Citizen,142000.0,297600.0,647,0.173639515235392,0,Advance,10250-016,2020-12-30
101440,24,Male,Richmond,Software Developer,Single,0,Citizen,168300.0,168300.0,552,0.488994967598416,1,Basic,10120-016,2019-05-30
101441,72,Female,Victoria,Software Developer,Single,0,Work Permit,65800.0,65800.0,629,0.0649070388725804,0,Basic,10580-016,2021-07-30
101442,54,Female,Penticton,Nurse,Single,0,Citizen,55300.0,55300.0,586,0.1110299496406,1,Basic,01850-016,2017-07-30
101443,49,Male,Prince George,Doctor,Married,4,Permanent Resident,250900.0,436700.0,727,0.421697381570185,0,Premium,10400-016,2020-10-30
101444,68,Female,Kelowna,Technician,Married,4,Citizen,66600.0,119400.0,647,0.19118121780061,0,Basic,10250-016,2019-03-30
101445,29,Female,Surrey,Nurse,Single,0,Citizen,60000.0,60000.0,605,0.233623564515671,0,Basic,10130-016,2019-04-30
101446,55,Male,Coquitlam,Technician,Married,0,Permanent Resident,63200.0,131500.0,671,0.328831053022445,0,Basic,10170-016,2020-08-30
101447,56,Male,Vancouver,Doctor,Married,0,Permanent Resident,335700.0,704500.0,674,0.267794137352663,0,Premium,10230-016,2023-05-30
101448,53,Male,Prince George,Engineer,Married,4,Permanent Resident,142100.0,267900.0,666,0.437660182847488,0,Advance,10400-016,2020-12-30
101449,45,Female,Coquitlam,Veterinarian,Single,0,Citizen,170000.0,170000.0,719,0.233423177901382,0,Advance,10170-016,2020-01-30
101450,35,Female,Richmond,Nurse,Single,0,Citizen,89100.0,89100.0,679,0.60128588142644,0,Basic,10070-016,2017-02-28
101451,53,Male,Surrey,Technician,Widowed,0,Citizen,56000.0,106600.0,605,0.174007633649238,0,Basic,10200-016,2017-04-30
101452,67,Female,Vancouver,Doctor,Married,0,Permanent Resident,228100.0,423200.0,590,0.0846408024806867,0,Premium,00050-016,2023-05-30
101453,64,Male,Langley,Manager,Married,2,Permanent Resident,118500.0,229900.0,719,0.0619487907312505,0,Advance,10680-016,2020-05-30
101454,37,Male,Vancouver,Software Developer,Divorced,0,Citizen,97700.0,192900.0,572,0.296340313024475,0,Basic,00090-016,2018-05-30
101455,25,Female,Surrey,Engineer,Divorced,0,Citizen,75700.0,133000.0,673,0.346035975608009,0,Basic,10130-016,2021-04-30
101456,73,Female,Abbotsford,Nurse,Widowed,0,Permanent Resident,84700.0,171300.0,616,0.342122343683088,0,Basic,10670-016,2021-10-30
101457,58,Female,Vancouver,Technician,Single,0,Citizen,57400.0,57400.0,794,0.066154948869274,0,Basic,00090-016,2018-09-30
101458,42,Female,Surrey,Manager,Single,0,Citizen,115500.0,115500.0,643,0.0495342526087272,0,Advance,10130-016,2016-07-30
101459,35,Female,Maple Ridge,Technician,Married,1,Permanent Resident,55300.0,109600.0,628,0.104336120602842,0,Basic,10690-016,2021-06-30
101460,52,Male,Surrey,Doctor,Widowed,0,Citizen,221200.0,415400.0,697,0.649046519405959,0,Premium,10200-016,2021-02-28
101461,69,Female,Surrey,Nurse,Married,3,Citizen,58500.0,108600.0,666,0.371987409468053,0,Basic,10130-016,2020-04-30
101462,39,Female,Surrey,Doctor,Married,0,Permanent Resident,397700.0,785300.0,632,0.545456834989769,0,Premium,10200-016,2020-12-30
101463,28,Female,Surrey,Technician,Single,0,Citizen,54100.0,54100.0,693,0.169187873929328,0,Basic,10200-016,2018-01-30
101464,31,Male,Nanaimo,Nurse,Married,1,Citizen,77900.0,137900.0,784,0.101303072261562,0,Basic,10640-016,2021-04-30
101465,28,Female,Maple Ridge,Veterinarian,Widowed,1,Citizen,301300.0,588600.0,599,0.181208080195418,0,Premium,10690-016,2017-11-30
101466,54,Female,Prince George,Technician,Married,1,Citizen,60200.0,112100.0,632,0.503237733739744,0,Basic,10400-016,2017-01-30
101467,44,Female,Surrey,Software Developer,Single,0,Citizen,91300.0,91300.0,622,0.438530443569364,0,Basic,10130-016,2017-03-30
101468,42,Female,Kelowna,Nurse,Married,1,Permanent Resident,71000.0,138300.0,608,0.575055723024781,0,Basic,10250-016,2021-07-30
101469,40,Male,Maple Ridge,Veterinarian,Single,0,Work Permit,172400.0,172400.0,618,0.443531128637669,0,Advance,10690-016,2022-07-30
101470,69,Male,Surrey,Nurse,Married,3,Citizen,68000.0,140600.0,637,0.47647976551315,0,Basic,10130-016,2015-11-30
101471,40,Male,New Westminster,Engineer,Married,1,Permanent Resident,75400.0,137700.0,690,0.351290072534326,0,Basic,10040-016,2023-03-30
101472,57,Female,Surrey,Software Developer,Married,1,Citizen,130900.0,270700.0,594,0.982704828744895,0,Advance,10130-016,2017-03-30
101473,50,Male,White Rock,Nurse,Married,2,Citizen,83000.0,150000.0,616,0.451217131138059,1,Basic,10570-016,2017-12-30
101474,39,Female,Abbotsford,Manager,Widowed,0,Citizen,171000.0,355000.0,681,0.174599376074818,0,Advance,10670-016,2015-09-30
101475,23,Male,Victoria,Technician,Single,0,Work Permit,63000.0,63000.0,727,0.0927093335265504,0,Basic,10600-016,2022-05-30
101476,22,Female,Surrey,Technician,Married,0,Work Permit,71300.0,140700.0,663,0.369688151504881,0,Basic,10130-016,2021-11-30
101477,68,Male,New Westminster,Doctor,Divorced,0,Citizen,176700.0,370900.0,647,0.15507939524973,0,Advance,10040-016,2016-02-29
101478,26,Male,Vancouver,Technician,Married,1,Citizen,76500.0,157400.0,788,0.141210905620296,0,Basic,10030-016,2019-12-30
101479,41,Male,Nanaimo,Engineer,Single,0,Work Permit,71800.0,71800.0,707,0.200832920147657,0,Basic,10640-016,2022-12-30
101480,32,Female,Coquitlam,Veterinarian,Single,0,Citizen,127400.0,127400.0,569,0.192195776295932,0,Advance,10170-016,2019-04-30
101481,63,Male,Abbotsford,Doctor,Married,2,Permanent Resident,305100.0,600100.0,651,0.403838769443452,0,Premium,10670-016,2022-07-30
101482,23,Female,Burnaby,Nurse,Single,0,Citizen,79300.0,79300.0,727,0.181706570387385,0,Basic,10730-016,2020-05-30
101483,24,Male,Burnaby,Technician,Divorced,0,Citizen,59500.0,105500.0,655,0.195122966525861,0,Basic,10730-016,2019-06-30
101484,44,Male,Abbotsford,Engineer,Married,0,Citizen,98700.0,203400.0,677,0.370862377666511,0,Basic,10670-016,2020-12-30
101485,33,Female,Chilliwack,Manager,Divorced,0,Citizen,172700.0,347800.0,634,0.413611614465958,0,Advance,10660-016,2018-09-30
101486,41,Male,Surrey,Veterinarian,Divorced,0,Permanent Resident,310300.0,639200.0,582,0.430754666983555,0,Premium,10130-016,2022-02-28
101487,26,Female,Campbell River,Doctor,Married,0,Citizen,376600.0,694100.0,655,0.860399205570288,0,Premium,10650-016,2021-03-30
101488,58,Male,Burnaby,Veterinarian,Married,2,Citizen,226800.0,472800.0,610,0.553177464634646,0,Premium,10730-016,2020-10-30
101489,59,Female,Campbell River,Doctor,Single,0,Citizen,404900.0,404900.0,616,0.0462309780809927,0,Premium,10650-016,2017-02-28
101490,51,Female,Surrey,Engineer,Married,0,Citizen,86500.0,147400.0,620,0.178230300637639,1,Basic,10130-016,2018-11-30
101491,30,Female,Burnaby,Manager,Married,3,Citizen,109300.0,223400.0,639,0.0349988251404099,0,Basic,10730-016,2020-09-30
101492,55,Female,Vernon,Doctor,Single,0,Citizen,216600.0,216600.0,563,0.223017309637909,0,Premium,10420-016,2020-04-30
101493,74,Male,Kamloops,Nurse,Married,2,Citizen,77000.0,154300.0,538,0.103877860908901,0,Basic,10460-016,2021-01-30
101494,65,Male,Burnaby,Veterinarian,Single,0,Work Permit,150000.0,150000.0,611,0.577440087333518,0,Advance,00140-016,2022-04-30
101495,56,Male,Langley,Technician,Married,2,Citizen,53800.0,106500.0,618,0.623340445839665,0,Basic,10680-016,2015-05-30
101496,73,Female,Vancouver,Veterinarian,Married,1,Citizen,207100.0,356300.0,745,0.248352002925344,0,Premium,00280-016,2016-05-30
101497,43,Male,Penticton,Veterinarian,Married,1,Permanent Resident,226000.0,413100.0,612,0.720294732820923,1,Basic,01850-016,2022-11-30
101498,65,Male,Richmond,Software Developer,Single,0,Citizen,126100.0,126100.0,625,0.463907047487323,0,Advance,10070-016,2018-10-30
101499,45,Male,Vernon,Manager,Married,0,Citizen,184500.0,338500.0,610,0.104036399041341,0,Advance,10420-016,2017-05-30
101500,38,Male,Vancouver,Veterinarian,Single,0,Citizen,276200.0,276200.0,625,0.543093419683022,0,Premium,00280-016,2018-11-30
101501,31,Male,Surrey,Technician,Married,0,Citizen,73700.0,150700.0,639,0.273104818993111,0,Basic,10130-016,2017-10-30
101502,51,Male,Vancouver,Software Developer,Single,0,Citizen,141900.0,141900.0,683,0.572086924419188,0,Advance,00160-016,2020-07-30
101503,67,Male,Penticton,Doctor,Married,0,Permanent Resident,191900.0,397700.0,631,0.216824784977866,0,Advance,01850-016,2022-12-30
101504,44,Male,Surrey,Software Developer,Married,3,Permanent Resident,113500.0,234100.0,625,0.217913049769993,0,Advance,10130-016,2021-10-30
101505,53,Male,Surrey,Manager,Married,1,Citizen,204700.0,376400.0,732,0.584327760812355,0,Premium,10130-016,2019-11-30
101506,38,Male,Vancouver,Technician,Divorced,0,Citizen,72500.0,146400.0,668,0.0808322911387209,0,Basic,00020-016,2020-11-30
101507,71,Female,Vancouver,Doctor,Widowed,0,Citizen,256000.0,505500.0,715,0.321999186106777,0,Premium,10380-016,2019-10-30
101508,72,Female,Kamloops,Veterinarian,Married,2,Citizen,209700.0,405800.0,715,0.184824883349546,0,Premium,10460-016,2015-07-30
101509,38,Male,Langley,Doctor,Divorced,0,Citizen,195500.0,366800.0,670,0.183066276701411,0,Advance,10680-016,2017-03-30
101510,35,Male,Richmond,Veterinarian,Divorced,0,Citizen,258100.0,530700.0,655,0.349164692965147,0,Premium,10070-016,2020-04-30
101511,30,Female,Vancouver,Doctor,Widowed,0,Permanent Resident,302900.0,556100.0,613,0.105908996438682,0,Premium,00020-016,2022-09-30
101512,61,Male,Vancouver,Doctor,Married,0,Citizen,289800.0,543400.0,686,0.565785797459665,0,Premium,10080-016,2019-11-30
101513,23,Female,Burnaby,Software Developer,Single,0,Citizen,184500.0,184500.0,560,0.234205223193016,0,Advance,00140-016,2020-05-30
101514,66,Male,Burnaby,Doctor,Single,0,Citizen,286900.0,286900.0,674,0.561148664329768,0,Premium,10300-016,2019-09-30
101515,46,Female,Langley,Engineer,Divorced,0,Citizen,112300.0,192900.0,773,0.159815353409141,0,Advance,10680-016,2015-07-30
101516,60,Male,Campbell River,Doctor,Married,2,Permanent Resident,337800.0,687100.0,674,0.626613637342484,0,Premium,10650-016,2021-03-30
101517,30,Male,Surrey,Doctor,Married,1,Permanent Resident,385100.0,670100.0,676,0.325310957918904,0,Premium,10130-016,2022-10-30
101518,43,Female,Vancouver,Engineer,Married,3,Citizen,118500.0,222400.0,664,0.572719942055915,1,Basic,10060-016,2018-07-30
101519,64,Male,Chilliwack,Technician,Married,1,Work Permit,56200.0,99800.0,698,0.128856049524977,0,Basic,10660-016,2023-05-30
101520,67,Female,Surrey,Veterinarian,Married,1,Permanent Resident,303700.0,532000.0,628,0.482410364379437,1,Basic,10200-016,2022-09-30
101521,25,Female,Coquitlam,Nurse,Married,2,Permanent Resident,70800.0,137200.0,640,0.164997173065145,0,Basic,10170-016,2021-11-30
101522,47,Female,Surrey,Engineer,Married,0,Citizen,81100.0,139500.0,675,0.407731756341122,0,Basic,10130-016,2017-11-30
101523,50,Male,Victoria,Manager,Divorced,1,Citizen,118400.0,218000.0,690,0.426841194484661,0,Advance,10600-016,2018-03-30
101524,66,Male,Vancouver,Technician,Married,4,Citizen,62800.0,125400.0,757,0.227114901392424,0,Basic,10150-016,2019-12-30
101525,55,Female,Vancouver,Doctor,Divorced,0,Citizen,256900.0,506000.0,624,0.268932175624211,0,Premium,00020-016,2019-11-30
101526,44,Male,Burnaby,Software Developer,Single,0,Permanent Resident,84700.0,84700.0,628,0.213046120172249,0,Basic,00140-016,2022-01-30
101527,58,Female,Kelowna,Engineer,Married,3,Citizen,135800.0,265800.0,629,0.378505080465806,0,Advance,10430-016,2019-10-30
101528,32,Male,Vancouver,Technician,Widowed,1,Permanent Resident,57600.0,119000.0,687,0.402775978844666,0,Basic,10060-016,2022-07-30
101529,27,Male,Vancouver,Technician,Single,0,Citizen,52500.0,52500.0,614,0.15758754495478,0,Basic,10760-016,2018-05-30
101530,39,Female,Langley,Doctor,Divorced,0,Citizen,373000.0,733500.0,690,0.412534370291412,0,Premium,10680-016,2018-11-30
101531,42,Male,Vancouver,Nurse,Married,2,Citizen,65300.0,132700.0,590,0.391306172481033,1,Basic,10030-016,2021-03-30
101532,63,Female,Maple Ridge,Software Developer,Married,0,Citizen,129900.0,223300.0,680,0.117413683659312,0,Advance,10690-016,2019-10-30
101533,57,Male,Richmond,Software Developer,Married,3,Citizen,93800.0,196300.0,697,0.198608525884556,0,Basic,10290-016,2018-12-30
101534,62,Female,Vernon,Software Developer,Married,3,Permanent Resident,70100.0,127200.0,690,0.457809975493936,0,Basic,10420-016,2022-09-30
101535,59,Male,Surrey,Veterinarian,Widowed,0,Citizen,208100.0,410200.0,608,0.159743468180308,0,Premium,10130-016,2020-10-30
101536,55,Female,Surrey,Manager,Single,0,Citizen,133700.0,133700.0,725,0.428313505514188,0,Advance,10200-016,2021-04-30
101537,38,Male,Surrey,Technician,Divorced,0,Work Permit,63500.0,113400.0,737,0.460449303581504,0,Basic,10130-016,2023-05-30
101538,58,Male,Surrey,Manager,Married,3,Citizen,146200.0,266300.0,640,0.34369137776274,0,Advance,10200-016,2020-05-30
101539,46,Male,Surrey,Manager,Single,0,Citizen,137800.0,137800.0,536,0.180500840554183,0,Advance,10130-016,2019-05-30
101540,59,Male,Abbotsford,Technician,Divorced,0,Citizen,64900.0,129100.0,673,0.309968774830952,0,Basic,10670-016,2020-01-30
101541,33,Female,Prince George,Veterinarian,Married,0,Citizen,148300.0,264200.0,693,0.204321112397616,0,Advance,10400-016,2016-08-30
101542,44,Female,Vancouver,Software Developer,Married,0,Citizen,68100.0,140200.0,690,0.185585764199597,0,Basic,10230-016,2015-10-30
101543,74,Female,Surrey,Technician,Single,0,Permanent Resident,63300.0,63300.0,702,0.170613237280904,0,Basic,10200-016,2022-07-30
101544,63,Female,Vancouver,Veterinarian,Married,1,Work Permit,146400.0,255800.0,711,0.210631923547649,0,Advance,00160-016,2021-12-30
101545,43,Female,Penticton,Nurse,Widowed,0,Permanent Resident,57700.0,104500.0,681,0.243094582280996,0,Basic,01850-016,2022-07-30
101546,42,Male,Coquitlam,Veterinarian,Married,2,Citizen,305400.0,534600.0,673,0.283821917185905,0,Premium,10170-016,2018-08-30
101547,48,Female,Kamloops,Technician,Single,0,Permanent Resident,58800.0,58800.0,571,0.336634807097324,0,Basic,10460-016,2022-02-28
101548,52,Male,Kelowna,Doctor,Married,1,Citizen,295500.0,506100.0,625,0.182285587981127,0,Premium,10430-016,2017-11-30
101549,27,Male,Burnaby,Veterinarian,Married,2,Citizen,216700.0,387000.0,621,0.562993450434251,0,Premium,10300-016,2020-10-30
101550,48,Female,Maple Ridge,Technician,Divorced,0,Citizen,52300.0,89900.0,619,1.29373182892263,1,Basic,10690-016,2016-03-30
101551,61,Male,Richmond,Veterinarian,Married,1,Work Permit,149100.0,289900.0,683,0.600214579987595,0,Advance,10120-016,2021-11-30
101552,55,Female,Vancouver,Engineer,Married,1,Citizen,80500.0,168200.0,636,0.706277872840895,0,Basic,10060-016,2020-05-30
101553,33,Male,Burnaby,Nurse,Single,1,Citizen,59200.0,59200.0,676,0.707617793146341,0,Basic,10730-016,2018-12-30
101554,66,Male,Burnaby,Engineer,Widowed,0,Citizen,92400.0,167600.0,644,0.144624621903518,0,Basic,10730-016,2017-11-30
101555,74,Male,Abbotsford,Software Developer,Single,0,Citizen,133300.0,133300.0,616,1.26996058600458,0,Advance,10670-016,2018-12-30
101556,28,Male,Langley,Veterinarian,Married,5,Citizen,163400.0,282500.0,626,0.156949263335827,1,Basic,10680-016,2019-09-30
101557,31,Male,Surrey,Software Developer,Single,0,Citizen,149400.0,149400.0,571,0.148765217926125,0,Advance,10130-016,2017-12-30
101558,66,Female,Vancouver,Veterinarian,Married,0,Citizen,142500.0,259300.0,602,0.353001877250316,1,Basic,10100-016,2017-05-30
101559,38,Male,New Westminster,Doctor,Single,0,Citizen,371000.0,371000.0,733,0.0771766975162057,0,Premium,10040-016,2020-03-30
101560,47,Female,Vancouver,Doctor,Married,1,Citizen,378200.0,735700.0,642,0.276585018879032,0,Premium,10100-016,2016-03-30
101561,42,Male,Richmond,Doctor,Married,1,Citizen,402100.0,698700.0,787,0.32629163915651,0,Premium,10070-016,2017-01-30
101562,49,Male,Langley,Nurse,Married,1,Permanent Resident,61700.0,110400.0,578,0.430879764785706,0,Basic,10680-016,2022-06-30
101563,67,Female,Richmond,Veterinarian,Married,1,Citizen,231000.0,453100.0,702,0.382661421289776,0,Premium,10120-016,2018-06-30
101564,23,Male,Langley,Technician,Single,0,Citizen,54100.0,54100.0,685,0.20381688242961,0,Basic,10680-016,2020-05-30
101565,64,Male,Vancouver,Engineer,Married,1,Citizen,136900.0,280900.0,702,0.0456482098133374,0,Advance,10030-016,2018-06-30
101566,22,Female,Vancouver,Nurse,Widowed,0,Citizen,80100.0,155900.0,723,0.472667351607538,0,Basic,00110-016,2021-05-30
101567,72,Female,White Rock,Engineer,Single,0,Citizen,108900.0,108900.0,676,1.48147753399787,0,Basic,10570-016,2016-03-30
101568,74,Male,Surrey,Technician,Married,1,Citizen,57800.0,102300.0,594,0.289228470149924,0,Basic,10130-016,2017-05-30
101569,57,Female,Victoria,Manager,Single,0,Citizen,190100.0,190100.0,726,0.0690626684011487,0,Advance,10600-016,2018-05-30
101570,72,Female,Kamloops,Engineer,Single,0,Citizen,85400.0,85400.0,722,0.241640256415736,0,Basic,10460-016,2020-10-30
101571,47,Male,Vancouver,Nurse,Married,1,Permanent Resident,67100.0,128700.0,675,0.20483347145917,0,Basic,00020-016,2020-07-30
101572,50,Male,Langley,Technician,Single,0,Citizen,79900.0,79900.0,586,0.463153895065643,0,Basic,10680-016,2016-07-30
101573,42,Female,Richmond,Doctor,Single,0,Citizen,433200.0,433200.0,738,0.157119293461239,0,Premium,10120-016,2016-07-30
101574,32,Female,Vancouver,Doctor,Married,1,Citizen,394800.0,725800.0,643,0.264697359363804,0,Premium,10150-016,2017-07-30
101575,61,Female,Surrey,Doctor,Divorced,0,Work Permit,374900.0,749800.0,635,0.432593575421754,0,Premium,10130-016,2022-11-30
101576,32,Male,Campbell River,Technician,Widowed,0,Citizen,50400.0,104000.0,777,1.4552376534316,0,Basic,10650-016,2017-05-30
101577,57,Female,Surrey,Manager,Married,1,Citizen,175000.0,345500.0,613,0.640374111730328,0,Advance,10130-016,2020-09-30
101578,70,Male,Kamloops,Nurse,Married,2,Citizen,89600.0,164500.0,646,0.316720746635291,0,Basic,10460-016,2018-06-30
101579,60,Male,Nanaimo,Veterinarian,Married,2,Permanent Resident,317900.0,546200.0,684,0.0997435003904453,0,Premium,10640-016,2023-05-30
101580,61,Male,Maple Ridge,Doctor,Married,0,Citizen,408300.0,757500.0,605,0.148333449284719,0,Premium,10690-016,2015-07-30
101581,56,Female,Kelowna,Technician,Single,0,Citizen,56800.0,56800.0,636,0.435149584169315,1,Basic,10430-016,2019-05-30
101582,55,Female,Vancouver,Engineer,Married,1,Citizen,125100.0,214300.0,642,0.18423257353378,0,Advance,10210-016,2021-05-30
101583,68,Male,Vancouver,Doctor,Single,0,Citizen,205100.0,205100.0,663,0.111174564344834,0,Premium,10220-016,2016-06-30
101584,45,Female,Surrey,Software Developer,Married,1,Citizen,94200.0,175500.0,628,0.272608630367765,0,Basic,10130-016,2020-12-30
101585,43,Female,Vancouver,Nurse,Married,1,Permanent Resident,75500.0,143100.0,723,0.534451418747743,0,Basic,10060-016,2023-02-28
101586,26,Male,Chilliwack,Engineer,Married,1,Work Permit,109700.0,227800.0,675,0.0960309596998852,0,Basic,10660-016,2022-05-30
101587,54,Male,Langley,Manager,Single,0,Citizen,150900.0,150900.0,620,0.116672797814689,0,Advance,10680-016,2018-10-30
101588,57,Female,Richmond,Manager,Married,2,Citizen,195900.0,334100.0,668,0.451735491503326,0,Advance,10290-016,2018-11-30
101589,68,Female,Penticton,Technician,Divorced,1,Citizen,60200.0,102800.0,634,0.0376269187640041,0,Basic,01850-016,2017-05-30
101590,41,Female,Nanaimo,Manager,Married,3,Work Permit,101200.0,195200.0,626,0.278068694336525,1,Basic,10640-016,2023-04-30
101591,40,Female,Victoria,Software Developer,Married,0,Citizen,170700.0,354600.0,586,0.384382724917787,0,Advance,10600-016,2020-01-30
101592,56,Female,Vancouver,Doctor,Divorced,1,Permanent Resident,272900.0,563100.0,691,0.299435751312591,0,Premium,00280-016,2020-10-30
101593,73,Male,Kelowna,Engineer,Married,1,Citizen,144800.0,277900.0,749,0.211303430486971,0,Advance,10430-016,2019-05-30
101594,64,Male,North Vancouver,Doctor,Single,0,Citizen,269500.0,269500.0,663,0.219832071569682,0,Premium,10260-016,2020-02-29
101595,38,Male,Campbell River,Veterinarian,Married,1,Citizen,189700.0,328100.0,694,0.139080368699684,0,Advance,10650-016,2017-11-30
101596,66,Male,Surrey,Nurse,Single,0,Citizen,84900.0,84900.0,731,0.363799680933211,0,Basic,10200-016,2016-11-30
101597,64,Female,Vancouver,Doctor,Single,0,Citizen,149300.0,149300.0,627,0.132549295925622,0,Advance,10060-016,2016-05-30
101598,55,Female,Victoria,Technician,Married,1,Work Permit,54200.0,100500.0,779,0.136132496829885,0,Basic,10580-016,2021-06-30
101599,30,Female,Coquitlam,Doctor,Single,0,Citizen,410900.0,410900.0,623,0.101527572424752,0,Premium,10170-016,2019-09-30
101600,47,Female,Burnaby,Nurse,Single,0,Citizen,65700.0,65700.0,651,0.262642585507699,0,Basic,10730-016,2016-12-30
101601,23,Female,Vancouver,Engineer,Single,0,Citizen,126400.0,126400.0,587,0.224711022248106,0,Advance,10030-016,2020-09-30
101602,74,Female,Vancouver,Software Developer,Single,0,Citizen,127500.0,127500.0,683,0.211196213334667,0,Advance,10080-016,2016-03-30
