CustomerID,NumOpenAccounts,NumClosedAccounts,NumLatePayments,AvgAccountAgeMonths,CreditUtilization,LoanToValue,NumMortgages,TotalDebt,RecurringPayment,NumHardInquiries
101547,15,3,3,44,0.42,1.21,1,33568.38,444.62,4
101548,10,10,3,123,0.92,0.79,0,73531.51,1008.57,8
101549,14,5,1,233,0.93,0.61,0,130142.92,1582.04,6
101550,12,8,4,141,0.67,0.92,4,136029.22,1081.07,10
101551,1,8,2,209,0.84,1.13,5,124941.36,2026.58,5
101552,5,7,3,51,0.5,1.07,2,145622.21,2334.42,0
101553,6,5,3,119,0.27,1.15,1,85774.05,373.84,8
101554,4,6,3,107,0.11,0.88,4,180912.97,895.46,1
101555,10,9,3,223,0.85,1.33,0,32031.96,1869.97,10
101556,15,6,3,220,0.93,0.76,4,2778.29,1926.71,0
101557,9,8,4,41,0.14,0.61,4,41021.06,1111.79,9
101558,2,10,1,222,0.81,0.54,1,197780.48,945.26,1
101559,6,0,2,22,0.27,0.81,2,150913.42,1786.25,8
101560,15,10,1,90,0.61,0.54,0,190120.06,708.76,9
101561,10,5,1,155,0.59,1.34,2,128515.94,390.6,8
101562,15,6,3,87,0.66,0.99,0,13415.9,2145.09,3
101563,14,8,1,225,0.55,1.14,1,40240.84,211.39,7
101564,13,6,4,62,0.34,0.38,5,74245.92,1416.9,6
101565,7,10,3,104,0.87,0.69,5,6128.6,1196.06,9
101566,1,3,1,11,0.82,0.54,4,166743.29,2111.05,3
101567,12,6,2,35,0.3,0.41,0,155865.12,433.11,10
101568,10,7,1,95,0.8,1.19,3,101642.35,844.32,6
101569,14,2,2,160,0.58,1.1,3,114349.22,1205.86,3
101570,1,9,4,123,0.2,0.81,1,177666.39,2380.67,10
101571,7,8,0,164,0.89,1.39,1,134311.24,2028.2,5
101572,2,4,3,15,0.61,0.47,1,175445.06,2072.24,10
101573,9,7,2,135,0.36,0.7,1,20146.2,180.97,4
101574,14,1,0,202,0.42,1.38,4,24329.89,1812.37,2
101575,8,5,3,184,0.38,0.59,2,67771.6,1652.44,2
101576,2,5,1,104,0.49,1.19,0,192540.16,1482.41,4
101577,15,2,3,131,0.62,0.56,0,166906.38,1479.53,2
101578,4,8,1,20,0.42,1.39,0,51225.2,1661.54,9
101579,12,1,1,109,0.71,0.85,4,80298.12,1042.32,5
101580,5,6,1,154,0.47,1.46,2,78830.39,1754.18,4
101581,15,10,2,130,0.63,0.73,3,45086.02,1402.53,1
101582,5,3,1,65,0.15,1.28,0,86479.48,1718.77,4
101583,3,2,1,178,0.94,1.49,2,83413.68,2431.61,7
101584,7,7,4,102,0.85,0.97,2,86754.92,1401.95,2
101585,3,10,7,120,0.81,1.3,5,139496.16,1123.48,10
101586,5,2,4,224,0.99,0.65,2,133768.65,310.05,6
101587,12,7,3,147,0.79,1.37,1,68951.66,1229.21,2
101588,13,5,3,126,0.14,1.14,2,24014.64,256.75,8
101589,3,4,4,122,0.43,0.59,0,93823.58,2207.59,6
101590,5,1,3,52,0.18,0.78,5,185017.79,1267.95,7
101591,15,8,1,123,0.32,0.74,5,52478.16,1689.51,8
101592,5,6,4,229,0.64,0.95,3,4922.05,2094.14,9
101593,5,1,3,99,0.75,0.38,3,135118.32,733.66,5
101594,2,10,3,100,0.72,0.88,4,98653.24,507.07,1
101595,8,7,2,19,0.77,1.02,1,113820.02,1401.31,7
101596,14,4,5,221,0.93,0.84,3,63561.4,616.24,2
101597,6,2,4,176,0.13,0.37,2,191515.88,1247.71,8
101598,12,9,2,21,0.73,1.31,2,69147.74,1315.09,9
101599,8,2,2,125,0.78,1.19,1,5855.19,362.68,3
101600,13,9,3,142,0.58,1.47,4,69700.2,465.97,5
101601,1,7,2,191,0.68,1.04,4,142839.29,236.03,4
101602,5,3,1,112,0.66,1.25,2,126265.98,545.86,4
101603,2,1,4,232,0.14,1.27,1,123459.08,1324.39,1
101604,11,10,1,106,0.2,1.46,0,94402.16,2264.93,7
101605,8,5,2,237,0.4,0.94,2,102488.38,413.24,4
101606,4,0,1,218,0.46,1.23,0,116601.18,583.66,2
101607,9,7,1,177,0.71,0.86,3,187603.86,1288.05,3
101608,3,3,2,218,0.87,0.82,1,114894.3,526.25,4
101609,8,4,1,21,0.26,0.82,2,127175.19,773.35,2
101610,9,2,3,203,0.53,1.46,4,34802.61,859.21,7
101611,8,7,3,17,0.54,1.35,3,29375.03,1311.04,6
101612,13,2,2,106,0.85,0.95,0,57849.73,2150.54,0
101613,3,4,1,100,0.6,0.66,5,172349.61,261.46,1
101614,4,7,0,69,0.31,0.75,2,126218.05,234.41,4
101615,7,7,0,218,0.23,0.56,3,196049.56,706.06,7
101616,6,8,0,228,0.26,0.83,3,4193.63,405.15,8
101617,5,1,3,39,0.94,0.53,3,86275.02,1476.2,9
101618,2,8,2,97,0.11,0.84,3,116792.34,1669.34,5
101619,5,8,5,225,0.82,0.4,4,181425.62,1307.45,10
101620,8,6,0,146,0.93,0.67,5,197269.43,358.79,10
101621,1,1,0,137,0.85,0.66,5,30372.25,669.48,7
101622,11,5,1,114,0.93,1.27,3,146232.68,370.62,7
101623,14,3,1,21,0.97,1.44,0,134216.64,2152.89,5
101624,9,8,2,26,0.61,0.42,2,164865.41,1396.97,4
101625,4,2,1,106,0.22,0.96,5,14354.64,294.17,1
101626,3,3,2,24,0.75,1.15,2,182239.07,492.73,8
101627,5,8,4,188,0.32,0.96,2,152799.96,497.03,5
101628,6,4,0,211,0.72,0.95,0,55266.99,476.07,8
101629,8,5,1,68,0.83,0.56,3,159250.94,120.27,5
101630,15,6,0,156,0.64,1.44,0,160930.23,2229.56,4
101631,12,5,0,170,0.3,1.37,4,109492.39,1226.14,10
101632,13,4,4,54,0.75,1.48,3,182713.73,2292.67,9
101633,15,9,2,129,0.83,0.51,4,5137.02,569.16,9
101634,12,0,2,11,0.95,0.88,5,39865.93,1350.19,10
101635,12,8,3,221,0.45,0.89,0,30004.62,281.34,8
101636,1,0,5,73,0.22,0.63,4,33865.08,320.36,2
101637,6,10,2,162,0.82,0.36,0,79205.57,2082.84,2
101638,4,10,1,154,0.42,0.41,2,78652.38,1555.53,3
101639,3,2,2,141,0.77,0.46,0,25994.01,423.84,4
101640,4,9,1,13,0.48,1.06,4,174160.77,1412.09,7
101641,10,10,0,169,0.48,0.56,4,83570.24,1539.01,1
101642,13,8,4,181,0.72,0.35,1,136496.52,184.97,9
101643,6,5,2,222,0.32,1.07,0,4294.04,2172.33,10
101644,3,0,2,206,0.14,1.1,0,91134.2,1982.76,8
101645,12,9,6,28,0.65,0.85,2,188663.53,117.99,8
101646,1,6,2,113,0.41,1.01,3,62235.23,405.35,5
101647,6,1,2,153,0.68,0.84,1,121632.07,490.99,1
101648,14,4,2,202,0.69,0.98,0,19516.55,1978.27,9
101649,8,0,0,137,0.4,1.46,0,29301.45,1892.4,1
101650,13,0,2,205,0.44,0.6,1,38502.73,1622.67,9
101651,8,9,1,9,0.49,1.04,1,80594.39,1027.66,9
101652,14,5,3,154,0.92,0.93,2,87401.04,1820.55,1
101653,1,5,3,162,0.86,0.47,2,17140.57,2098.38,8
101654,8,5,5,70,0.62,1.02,4,152460.92,1128.71,5
101655,13,8,2,208,0.41,1.4,1,13572.39,1417.64,1
101656,6,4,1,89,0.88,1.42,5,65764.59,2006.36,2
101657,13,6,3,119,0.18,1.23,2,25092.92,1908.85,7
101658,11,9,3,188,0.33,1.37,3,20352.35,1477.92,9
101659,4,5,2,46,0.61,0.32,2,1544.51,512.01,3
101660,2,9,0,40,0.31,1.48,4,82984.26,419.52,2
101661,1,0,4,51,0.48,1.47,1,46877.91,2000.2,8
101662,8,0,1,226,0.94,0.95,2,188678.89,1947.13,6
101663,10,8,1,34,0.49,0.44,5,146935.38,730.95,0
101664,15,0,0,26,0.46,1.11,3,61521.67,1053.37,7
101665,1,3,1,116,0.15,0.59,1,97634.79,1640.25,8
101666,3,7,2,112,0.47,0.37,1,104399.8,464.04,5
101667,5,4,2,133,0.98,1.5,1,45199.33,1405.25,3
101668,13,9,3,209,0.55,0.41,1,107690.53,827.03,7
101669,13,3,2,85,0.66,0.45,1,2157.92,1449.31,8
101670,7,7,5,156,0.34,1.15,3,68791.27,523.38,3
101671,7,1,3,133,0.55,0.41,5,35774.16,1009.35,6
101672,14,9,3,229,0.23,0.85,5,163480.04,841.5,7
101673,5,4,5,190,0.52,1.04,3,194700.89,2218.03,10
101674,6,7,2,86,0.98,0.68,5,147582.0,1387.91,1
101675,4,2,5,52,0.3,0.89,4,161198.83,1470.85,10
101676,4,5,3,150,0.95,1.36,1,171603.15,2478.3,5
101677,10,0,2,63,0.21,0.36,5,79769.36,2080.66,6
101678,3,10,1,205,0.79,1.11,4,170065.96,1789.07,2
101679,7,0,2,153,0.49,0.61,2,145185.53,2374.33,1
101680,10,8,1,107,0.85,1.35,2,60037.14,133.93,6
101681,12,1,2,146,0.88,0.77,2,163396.4,1485.98,4
101682,9,9,0,228,0.86,0.94,2,84450.02,1495.59,7
101683,2,6,1,58,0.2,0.57,3,92247.01,2356.91,2
101684,6,2,1,220,0.76,1.45,4,175493.44,801.53,1
101685,15,7,0,182,0.11,0.48,2,134835.14,1916.82,10
101686,1,9,3,160,0.73,0.87,3,77423.77,2239.95,9
101687,11,6,2,189,0.92,1.11,1,29821.74,1244.29,8
101688,9,2,0,69,0.22,1.03,3,193891.01,1515.94,4
101689,9,9,6,8,0.75,1.05,0,63091.24,869.58,6
101690,10,1,1,189,0.34,1.2,3,162280.8,1758.55,2
101691,14,5,2,63,0.93,0.57,5,166153.55,1107.44,3
101692,12,1,5,39,0.86,1.46,0,1287.97,397.54,2
101693,14,4,2,198,0.9,0.52,1,159242.61,1659.48,7
101694,8,6,1,63,0.87,1.42,1,139877.1,2224.76,7
101695,8,8,1,173,0.71,1.04,4,66803.27,2283.44,4
101696,9,4,0,130,0.11,0.57,5,71641.99,1784.01,4
101697,14,3,2,231,0.51,0.87,5,104907.6,2203.3,10
101698,6,3,1,147,0.14,0.95,5,70309.52,1412.48,1
101699,9,2,1,97,0.67,0.4,5,191539.84,911.87,8
101700,3,1,2,190,0.92,1.13,0,98020.62,106.08,3
101701,2,8,4,196,0.95,0.56,2,129421.56,520.61,1
101702,1,6,4,175,0.18,0.95,2,194270.71,558.31,5
101703,15,10,4,37,0.95,0.78,3,131563.39,1581.29,9
101704,7,8,1,54,0.4,0.75,5,50672.14,497.41,10
101705,1,3,2,227,0.88,1.29,1,33780.09,1112.79,0
101706,12,9,3,42,0.21,1.19,2,67331.21,1701.1,2
101707,3,3,3,19,0.39,0.41,3,27609.98,588.82,9
101708,6,0,0,12,0.53,0.48,5,155742.77,835.31,2
101709,14,2,2,201,0.71,1.27,4,28284.85,1237.23,5
101710,15,0,2,228,0.45,0.7,2,117756.18,144.53,2
101711,6,5,5,193,0.59,0.9,1,158973.86,2023.08,5
101712,2,5,1,173,0.78,1.17,1,198509.1,2413.49,9
101713,9,1,0,214,0.67,0.75,5,16940.37,648.67,0
101714,10,4,0,192,0.12,0.74,1,90507.61,444.83,8
101715,3,3,1,130,0.84,1.4,4,13967.78,1357.79,2
101716,12,3,2,65,0.46,1.41,5,191484.64,630.55,2
101717,8,2,5,34,0.31,0.42,4,29956.52,2342.46,8
101718,10,4,3,223,0.79,1.46,0,22342.44,330.45,9
101719,9,8,1,56,0.29,0.93,4,174537.92,664.84,1
101720,7,2,5,140,0.41,0.93,3,60375.69,2222.71,9
101721,7,4,2,87,0.92,1.05,4,149903.23,1579.07,2
101722,6,4,2,142,0.76,0.93,1,89624.46,799.37,6
101723,12,5,3,17,0.24,0.54,3,124759.35,648.85,6
101724,10,3,2,96,0.65,1.05,1,158392.35,2154.83,3
101725,3,7,3,177,0.29,1.1,2,28534.14,513.12,1
101726,1,0,0,12,0.34,0.37,4,121126.28,2403.56,8
101727,15,5,3,210,0.31,0.54,2,193449.05,1385.9,8
101728,4,8,3,55,0.63,1.46,5,132205.38,1070.62,4
101729,10,10,2,56,0.3,1.29,5,14650.14,228.46,10
101730,10,3,2,176,0.37,1.07,0,23303.71,2241.81,0
101731,8,7,4,101,0.44,0.95,3,59527.28,713.24,8
101732,9,9,1,69,0.97,1.38,1,182704.3,1249.77,1
101733,1,7,2,192,0.11,0.93,4,123784.61,760.4,6
101734,2,0,2,46,0.84,1.31,5,20293.79,1847.91,2
101735,3,5,3,18,0.57,0.84,2,192913.9,1740.28,4
101736,4,3,1,32,0.68,1.48,0,179371.44,1642.58,6
101737,5,2,4,71,0.34,1.35,4,164534.51,1892.95,1
101738,4,10,4,213,0.53,1.1,1,150582.11,904.13,9
101739,1,6,1,50,0.62,0.88,5,182370.84,819.12,6
101740,10,10,2,97,0.75,1.34,3,51264.41,328.37,2
101741,12,0,1,237,0.5,0.77,3,124752.55,191.82,5
101742,7,0,7,70,0.53,0.47,1,146346.18,2260.98,2
101743,11,10,2,102,0.22,0.49,4,111674.1,1621.73,4
101744,5,4,3,111,0.71,1.33,1,52567.72,1668.03,1
101745,3,2,2,89,0.48,1.42,3,127444.48,1681.81,9
101746,14,3,1,140,0.97,0.45,0,156918.24,321.16,10
101747,10,2,2,173,0.18,1.43,3,69517.81,390.0,4
101748,4,10,0,114,0.21,0.47,4,74878.55,1610.59,0
101749,1,8,0,38,0.25,0.77,5,81549.84,874.57,5
101750,14,9,4,160,0.55,0.55,2,171262.33,1458.09,2
101751,11,0,4,104,0.27,1.39,2,182078.78,644.2,6
101752,5,4,3,56,0.48,1.26,2,125301.63,776.97,3
101753,5,4,1,157,0.44,0.8,1,64517.89,1417.12,5
101754,6,4,2,41,0.17,1.38,3,55815.6,2067.8,10
101755,3,1,1,202,0.68,1.19,0,41163.35,1534.56,9
101756,12,10,3,218,0.74,0.53,3,162033.2,2391.29,4
101757,3,10,1,213,0.64,1.03,3,90264.79,2300.18,0
101758,7,1,2,181,0.62,1.0,0,84842.19,1039.2,6
101759,2,10,3,66,0.64,1.32,4,123018.14,750.54,4
101760,2,8,3,165,0.31,0.57,2,53555.63,1481.07,4
101761,8,9,2,65,0.95,0.72,5,46451.29,2334.38,3
101762,14,5,3,173,0.85,1.4,3,84432.45,1326.74,1
101763,6,0,1,57,0.58,0.45,2,123302.15,492.22,7
101764,11,10,0,147,0.12,1.23,2,169173.19,906.6,8
101765,7,6,0,214,0.68,0.64,4,16432.22,2459.79,9
101766,11,1,0,208,0.22,0.92,4,135255.06,1606.58,4
101767,5,4,3,150,0.66,0.95,0,192949.0,1493.68,3
101768,6,2,3,94,0.21,0.95,4,177062.41,426.02,7
101769,9,9,1,125,0.18,1.38,4,143509.25,243.59,10
101770,5,6,3,199,0.77,1.35,5,39912.44,2489.68,1
101771,3,9,0,229,0.26,0.79,5,31957.42,361.91,2
101772,12,8,0,175,0.45,1.38,3,125427.94,1016.14,8
101773,6,0,1,72,0.21,1.32,2,140984.31,2001.68,0
101774,4,7,4,136,0.32,0.93,1,146766.41,687.19,10
101775,10,1,2,14,0.99,0.68,2,129981.06,745.6,2
101776,5,1,0,83,0.34,1.47,2,158599.42,1206.87,5
101777,5,10,0,189,0.77,0.95,0,122232.39,1885.46,1
101778,12,7,1,44,0.88,0.54,1,31843.98,2068.57,9
101779,2,2,2,120,0.76,0.9,0,192500.32,1765.72,7
101780,9,8,3,37,0.29,1.14,0,118736.44,823.74,10
101781,4,10,2,50,0.89,1.43,3,14969.28,326.19,0
101782,13,10,3,174,0.8,1.5,0,137740.65,1145.12,2
101783,11,10,3,136,0.59,0.88,5,47022.25,576.69,4
101784,2,5,1,201,0.89,0.85,1,87578.71,1056.21,4
101785,6,2,2,86,0.14,0.99,0,48718.43,2386.63,7
101786,2,2,3,209,0.19,1.07,3,69114.5,2135.95,4
101787,10,7,3,159,0.79,0.47,3,21823.69,557.78,10
101788,15,9,2,99,0.43,0.57,0,91103.55,2003.15,7
101789,12,8,1,12,0.93,0.74,1,24918.08,839.12,6
101790,2,4,1,99,0.42,0.53,4,172415.85,1560.4,4
101791,12,2,1,99,0.21,1.48,4,131667.5,2288.18,5
101792,11,0,2,156,0.56,0.46,5,76759.43,721.37,3
101793,15,2,2,93,0.11,1.16,5,123861.62,1361.74,3
101794,3,2,0,229,0.86,0.84,5,2027.19,1114.24,8
101795,2,9,3,199,0.3,0.78,4,44516.69,679.5,10
101796,6,3,2,98,0.58,0.54,2,136737.13,2042.97,8
101797,11,8,4,45,0.17,0.31,5,133935.6,970.22,7
101798,13,3,3,237,0.46,0.79,0,157745.63,2007.11,3
101799,8,5,2,196,0.15,0.72,1,57815.3,1177.52,9
101800,13,6,2,56,0.92,0.37,0,192440.29,778.68,6
101801,7,10,3,193,0.56,0.85,0,53150.64,463.31,3
101802,14,1,2,205,0.14,0.45,5,156245.41,456.99,6
101803,9,8,0,151,0.33,0.77,3,13624.18,1354.02,7
101804,1,0,1,176,0.6,0.79,0,123069.9,1415.38,4
101805,8,1,0,65,0.1,0.35,2,14170.78,745.72,10
101806,7,1,2,110,0.5,0.42,2,137719.02,423.13,8
101807,1,1,2,218,0.38,1.28,0,27137.75,763.87,4
101808,5,9,0,201,0.82,1.21,1,127192.14,207.11,10
101809,2,7,1,157,0.87,0.93,0,193486.71,1075.92,3
101810,9,9,1,131,0.59,1.31,5,50282.72,2065.43,5
101811,4,8,1,132,0.26,0.63,2,165322.17,943.18,6
101812,1,4,3,81,0.64,1.37,2,126301.83,922.35,0
101813,3,6,2,49,0.32,0.51,4,17048.51,1048.85,3
101814,1,6,2,128,0.51,1.11,4,117655.78,1861.49,4
101815,5,3,2,180,0.14,0.73,1,11878.69,1625.96,9
101816,9,3,2,9,0.54,0.77,1,150396.51,253.88,7
101817,15,8,2,94,0.28,1.4,4,69375.56,1688.53,1
101818,14,9,2,121,0.39,0.39,1,123163.7,2147.27,7
101819,8,8,2,136,0.51,1.08,5,187269.84,1157.16,5
101820,1,10,2,190,0.5,1.18,0,11504.57,864.17,7
101821,7,4,2,121,0.81,1.37,4,8406.87,985.3,4
101822,15,10,3,100,0.11,1.25,5,35381.33,1398.58,0
101823,11,1,2,175,1.0,1.15,2,74917.27,2209.67,3
101824,10,5,0,163,0.53,0.83,0,172129.37,515.93,2
101825,10,9,3,239,0.42,1.17,2,103150.69,883.54,3
101826,14,3,1,80,0.35,1.35,0,188380.49,1618.41,8
101827,14,8,2,143,0.93,1.45,1,110290.73,1105.44,8
101828,5,2,5,231,0.59,0.88,4,97381.04,1569.34,1
101829,10,5,2,91,0.39,1.12,2,140609.24,248.27,0
101830,13,4,4,172,0.47,0.87,3,103429.07,2384.62,3
101831,13,0,3,58,0.4,1.37,2,144594.15,2276.9,6
101832,11,0,2,221,0.33,1.37,3,195450.79,919.34,0
101833,6,3,3,116,0.9,1.22,0,109791.04,102.5,4
101834,6,10,1,91,0.97,1.37,3,66282.01,2389.09,1
101835,1,5,3,134,0.68,0.42,4,46775.63,1751.84,4
101836,1,0,1,29,0.36,0.6,0,65803.83,1124.0,8
101837,12,3,2,91,0.18,0.6,5,122195.96,2443.41,6
101838,6,8,2,89,0.77,1.46,2,102719.68,1289.61,0
101839,4,10,2,31,0.99,1.1,1,183943.21,2231.31,1
101840,4,6,1,215,0.35,0.92,1,102689.53,113.59,10
101841,12,7,0,62,0.2,1.29,1,189204.24,464.38,5
101842,14,7,3,157,0.73,1.49,5,131205.07,823.56,8
101843,12,3,0,139,0.69,0.8,0,102476.17,187.4,5
101844,15,9,1,196,0.47,0.61,3,89582.47,1247.29,1
101845,7,7,1,138,0.38,1.24,3,118030.04,1055.91,0
101846,1,1,3,98,0.83,0.78,4,43038.58,2416.19,5
101847,3,8,0,118,0.67,0.87,3,162844.83,2434.77,3
101848,14,4,3,199,0.29,0.33,5,162240.32,877.96,8
101849,8,10,3,19,0.74,0.66,2,195897.06,1261.34,10
101850,9,6,2,200,0.89,0.73,0,33577.49,368.82,1
101851,8,4,2,193,0.84,1.09,4,130423.47,603.14,6
101852,6,3,4,226,0.36,0.86,3,187195.69,1829.86,4
101853,7,4,2,133,0.63,0.95,2,90274.31,344.32,0
101854,2,6,2,178,0.91,0.6,3,52443.25,958.65,7
101855,12,8,1,156,0.62,1.05,5,74199.25,2332.39,2
101856,9,4,1,46,0.92,0.51,3,25718.18,2409.94,3
101857,12,4,0,53,0.84,0.86,1,102961.52,1470.4,4
101858,5,2,2,204,0.12,0.76,1,131230.37,1985.3,5
101859,3,2,2,206,0.8,1.08,5,130128.48,378.23,0
101860,1,10,6,177,0.63,1.46,5,142660.97,263.42,5
101861,2,10,4,64,0.38,1.18,4,15894.18,270.64,9
101862,4,5,4,192,0.37,1.34,3,157552.78,1731.69,3
101863,12,5,2,19,0.17,1.36,3,125532.82,1300.32,4
101864,6,7,2,104,0.27,0.73,5,13493.37,2079.7,6
101865,4,2,3,155,0.52,1.45,3,83661.67,623.09,1
101866,5,5,1,218,0.41,1.3,1,126172.62,2051.8,9
101867,7,2,1,175,0.13,1.14,0,130894.32,1563.04,3
101868,7,2,1,76,0.85,0.97,5,179253.43,1089.3,8
101869,4,8,0,238,0.62,1.06,0,70065.41,183.36,3
101870,13,3,2,87,0.29,1.29,2,56782.2,1504.09,3
101871,7,10,7,87,0.81,1.31,0,72100.29,1589.31,5
101872,5,6,2,178,0.68,0.59,2,80062.86,160.94,8
101873,7,0,5,56,0.84,0.81,0,71845.53,1390.82,0
101874,8,9,2,178,0.62,0.59,2,147547.97,2497.29,3
101875,7,8,1,68,0.4,1.13,2,48592.4,1979.85,5
101876,13,5,1,46,0.84,0.86,1,128115.86,602.6,6
101877,8,7,0,154,0.37,0.9,3,105578.38,2434.28,4
101878,1,2,0,135,0.58,0.5,0,8019.22,805.03,9
101879,4,5,3,43,0.78,0.99,0,11783.84,1171.93,9
101880,4,6,2,61,0.7,1.21,1,108682.22,370.16,2
101881,3,1,2,86,0.25,0.8,5,97132.46,354.53,3
101882,4,0,0,70,0.26,0.38,3,24232.98,1652.36,9
101883,11,6,5,74,0.93,0.97,3,93053.17,1492.39,1
101884,3,10,0,225,0.67,0.63,1,111101.48,2102.78,4
101885,13,4,1,62,0.83,1.28,5,114345.25,305.56,0
101886,15,1,2,78,0.44,0.65,5,146652.52,768.46,7
101887,9,2,0,146,0.85,1.23,0,179757.2,1725.35,10
101888,2,2,2,119,0.59,0.51,5,2258.93,1547.0,10
101889,10,8,1,37,0.42,1.38,2,100391.66,695.21,3
101890,5,5,2,205,0.73,0.56,0,100331.29,1354.29,4
101891,9,9,3,210,0.3,1.03,2,18152.73,1482.29,8
101892,15,1,1,30,0.24,0.82,5,174144.25,380.25,3
101893,11,7,2,217,0.26,0.58,3,69496.41,596.22,0
101894,4,5,1,188,0.23,1.04,3,146618.21,577.06,10
101895,15,10,2,214,0.76,1.3,3,51401.61,909.77,4
101896,8,7,2,10,0.4,0.33,4,128244.06,2249.42,0
101897,7,0,3,194,0.46,1.37,5,199207.11,984.7,5
101898,11,9,6,160,0.99,0.95,3,99092.06,247.5,2
101899,2,1,1,226,0.23,1.11,1,125612.61,537.85,2
101900,4,2,5,100,0.64,1.3,5,40422.9,2275.16,4
101901,10,7,4,87,0.73,1.1,4,97629.19,1372.16,8
101902,8,10,2,70,0.23,1.34,4,159811.13,2418.64,1
101903,7,7,1,85,0.93,1.17,3,47554.02,1681.46,0
101904,5,4,3,178,0.36,0.87,1,127316.32,2102.29,5
101905,4,2,2,145,0.78,0.59,0,167218.68,612.47,10
101906,10,2,4,54,0.67,0.78,4,61939.12,1125.9,5
101907,12,9,1,35,0.6,1.3,1,153815.15,314.19,0
101908,10,6,4,77,0.58,0.62,0,118811.79,383.8,10
101909,8,10,3,89,0.89,0.48,3,71615.4,2058.79,10
101910,3,7,4,112,0.65,0.58,3,93332.84,2062.12,7
101911,9,5,7,29,0.94,0.55,2,34580.01,1024.6,4
101912,12,10,1,15,0.17,0.38,0,85926.5,1093.11,0
101913,11,9,0,59,0.62,0.71,0,61813.6,2159.41,9
101914,8,4,0,37,0.52,1.2,4,56265.3,2115.95,5
101915,7,4,1,20,0.19,1.26,0,186105.3,2206.75,9
101916,2,9,3,191,0.89,1.15,3,58964.59,2098.63,5
101917,2,5,0,37,0.21,0.79,4,83729.94,439.25,2
101918,4,4,3,81,0.13,1.13,3,42267.95,700.01,2
101919,15,1,2,193,0.37,0.9,4,168913.18,699.2,10
101920,14,6,2,129,0.14,0.62,3,72314.35,1567.76,6
101921,14,4,1,200,0.85,1.21,3,31811.46,1555.55,4
101922,4,0,2,178,0.51,1.28,1,158117.55,2285.89,2
101923,10,5,2,188,0.7,1.42,0,21479.09,748.89,5
101924,8,4,0,60,0.42,0.88,1,89185.59,2080.7,8
101925,13,3,1,13,0.72,1.23,0,36950.97,455.0,2
101926,4,3,2,31,0.35,1.27,1,71183.76,1812.37,7
101927,11,7,3,113,0.53,0.34,4,64149.52,1676.27,8
101928,5,0,1,14,0.57,0.54,3,6915.78,530.66,1
101929,1,1,1,187,0.89,1.19,4,145971.7,2179.63,2
101930,4,8,3,141,0.57,0.63,5,74820.28,1241.19,1
101931,13,1,0,52,0.27,0.6,5,174080.79,2389.37,9
101932,9,5,0,236,0.93,0.99,5,22789.84,1202.55,3
101933,3,5,1,224,0.26,0.6,3,103563.12,1504.77,9
101934,8,1,3,130,0.68,1.17,5,46215.69,677.06,7
101935,7,7,0,194,0.17,1.09,3,156524.45,1376.15,5
101936,3,0,1,66,0.56,0.57,5,32176.22,716.14,1
101937,13,6,1,214,0.32,0.68,4,33450.69,523.16,8
101938,6,10,6,16,0.5,0.55,1,177362.21,1610.97,1
101939,3,7,2,187,0.85,0.74,3,51904.35,2071.28,7
101940,7,6,5,47,0.64,1.25,4,85024.68,2365.35,8
101941,9,9,1,160,0.95,0.96,1,86424.91,458.26,3
101942,12,4,3,234,0.99,1.07,5,38708.71,1733.57,1
101943,8,7,4,88,0.3,1.19,5,103611.88,1339.49,7
101944,10,1,2,44,0.2,0.52,1,180044.63,1398.9,1
101945,13,1,2,195,0.72,1.25,2,73844.95,1614.77,6
101946,2,9,1,113,0.1,1.12,1,53977.48,112.7,2
101947,9,2,2,147,0.48,0.46,2,72342.81,2232.21,7
101948,15,7,3,141,0.7,1.43,5,184426.04,1203.02,3
101949,2,8,2,144,0.72,1.22,0,2215.51,476.03,0
101950,14,4,2,226,0.29,0.79,4,43650.11,916.97,6
101951,8,0,5,159,0.51,0.93,2,83112.66,523.89,7
101952,15,10,1,172,0.24,0.41,0,178634.87,423.75,3
101953,1,2,3,122,0.34,1.24,1,112455.95,1601.66,7
101954,10,1,2,122,0.6,0.36,5,175601.82,1762.38,4
101955,7,0,2,71,0.8,0.89,5,92329.37,2376.56,5
101956,2,7,2,131,0.18,1.47,5,17403.99,1645.29,6
101957,13,3,1,124,0.78,1.09,3,186506.59,338.36,4
101958,5,4,1,135,0.14,1.44,2,173358.63,1719.55,8
101959,7,4,1,57,0.72,0.66,2,2044.56,557.34,1
101960,5,8,1,86,0.5,1.47,5,21551.94,855.6,9
101961,10,10,2,174,0.39,0.79,5,188334.54,1787.75,0
101962,2,5,1,227,0.78,1.4,3,53731.73,1514.26,0
101963,14,6,2,165,0.6,0.76,5,100712.08,529.76,3
101964,1,9,0,67,0.17,1.01,5,36026.89,2252.55,8
101965,8,0,4,48,0.14,1.21,5,196328.28,1088.13,6
101966,2,2,2,26,0.5,1.01,3,49839.1,344.4,7
101967,15,7,0,20,0.86,0.88,1,192874.13,435.28,2
101968,13,3,3,200,0.35,1.0,2,113558.9,2291.78,0
101969,14,0,4,167,0.73,0.58,5,72561.61,1219.24,1
101970,6,10,1,99,0.61,1.22,1,100748.79,220.45,2
101971,13,2,2,14,0.95,0.74,5,59064.92,756.22,2
101972,8,0,2,79,0.55,0.51,4,39944.95,786.34,0
