ApplicationID,CustomerID,ApplicationDate,DecisionDate,LoanPurpose,LoanAmount,LoanTermMonths,InterestRate,Approved,Status,IsFraudApp,FraudReason,ApplicationLocation,ApplicationDeviceID
209252,102445,2025-05-07,2025-05-27,Debt consolidation,13000,48,10.68,0,NotApproved,0,,Burnaby,dvc_39295
209253,106775,2024-02-14,2024-03-01,Car Loan,11000,60,10.49,0,NotApproved,1,Location,Victoria,dvc_59287
209254,101825,2024-08-11,2024-08-31,Debt consolidation,12000,60,11.26,1,Active,0,,Coquitlam,dvc_58438
209255,108683,2025-04-05,2025-04-25,Wedding,20000,60,11.88,1,Active,0,,Surrey,dvc_73927
209256,107630,2024-10-23,2024-11-14,Emergency,4000,12,10.7,1,Active,0,,Surrey,dvc_49969
209257,104967,2025-03-30,2025-04-23,Car Loan,6000,48,13.28,1,Active,0,,Vancouver,dvc_87070
209258,104008,2023-09-23,2023-10-13,Wedding,5000,24,15.3,0,NotApproved,0,,Surrey,dvc_41038
209259,104909,2023-10-02,2023-10-20,Wedding,26000,12,15.31,0,NotApproved,0,,Coquitlam,dvc_37166
209260,102250,2025-04-03,2025-04-24,Debt consolidation,2000,48,10.72,0,NotApproved,0,,Burnaby,dvc_57163
209261,103430,2023-09-19,2023-10-08,Wedding,21000,12,14.76,1,Closed,0,,Kamloops,dvc_63633
209262,106825,2023-10-15,2023-11-01,Medical expenses,15000,60,12.5,1,Active,0,,Maple Ridge,dvc_99507
209263,101640,2025-01-16,2025-02-01,Debt consolidation,11000,60,10.54,0,NotApproved,0,,Kelowna,dvc_65336
209264,108982,2024-12-03,2024-12-21,Wedding,2000,12,13.48,1,Active,0,,Kelowna,dvc_50296
209265,107980,2023-07-08,2023-08-02,Car Loan,4000,48,12.91,1,Active,0,,Coquitlam,dvc_53951
209266,107378,2024-04-19,2024-05-11,Debt consolidation,33000,12,10.99,1,Closed,0,,Vancouver,dvc_77713
209267,101701,2024-01-24,2024-02-17,Wedding,17000,48,15.08,1,Active,1,Document,Vancouver,dvc_62487
209268,102795,2024-01-25,2024-02-10,Medical expenses,23000,48,14.71,1,Active,0,,Nanaimo,dvc_16253
209269,106133,2024-12-17,2025-01-02,Car Loan,14000,24,11.56,0,NotApproved,0,,Surrey,dvc_42297
209270,107504,2025-01-16,2025-02-05,Emergency,5000,48,15.99,1,Default,0,,Vancouver,dvc_28238
209271,107811,2024-05-10,2024-05-31,Car Loan,17000,60,14.36,1,Active,0,,Victoria,dvc_77159
209272,109374,2024-01-09,2024-02-02,Debt consolidation,13000,48,12.84,0,NotApproved,0,,Kelowna,dvc_85570
209273,106285,2024-09-27,2024-10-21,Debt consolidation,33000,24,10.9,1,Active,0,,Abbotsford,dvc_92954
209274,102397,2023-10-17,2023-11-08,Debt consolidation,48000,60,11.21,1,Active,0,,Kelowna,dvc_92134
209275,103534,2023-08-29,2023-09-14,Debt consolidation,19000,60,7.49,0,NotApproved,0,,Coquitlam,dvc_10556
209276,105270,2025-04-26,2025-05-16,Car Loan,17000,36,15.64,0,NotApproved,0,,Burnaby,dvc_67576
209277,100520,2023-09-09,2023-09-24,Car Loan,19000,24,10.97,1,Active,0,,Surrey,dvc_99692
209278,101535,2023-11-03,2023-11-26,Debt consolidation,31000,60,13.21,1,Active,0,,Surrey,app_dvc_101535
209279,105870,2023-06-01,2023-06-20,Debt consolidation,50000,12,11.19,0,NotApproved,0,,Prince George,dvc_81638
209280,101833,2024-09-24,2024-10-09,Car Loan,26000,24,11.55,1,Active,0,,Vancouver,dvc_96972
209281,103804,2025-01-13,2025-02-04,Debt consolidation,18000,60,16.55,1,Active,0,,Coquitlam,dvc_69868
209282,102342,2023-12-12,2024-01-02,Debt consolidation,33000,60,10.21,1,Active,0,,Surrey,dvc_10814
209283,105086,2023-06-08,2023-06-29,Wedding,30000,36,8.57,1,Active,0,,Surrey,dvc_60712
209284,103910,2024-05-20,2024-06-13,Car Loan,29000,60,12.47,0,NotApproved,0,,Surrey,dvc_79327
209285,106606,2024-06-19,2024-07-11,Debt consolidation,37000,60,10.33,0,NotApproved,0,,Burnaby,dvc_99927
209286,100609,2025-03-24,2025-04-17,Wedding,3000,48,11.51,1,Active,0,,Burnaby,dvc_44609
209287,101952,2024-06-20,2024-07-06,Medical expenses,25000,60,12.0,1,Active,0,,Kelowna,dvc_53710
209288,106634,2024-07-25,2024-08-16,Wedding,28000,36,10.54,0,NotApproved,0,,Vancouver,dvc_65718
209289,103017,2025-02-15,2025-03-10,Car Loan,28000,12,10.37,0,NotApproved,0,,Kelowna,dvc_84086
209290,101916,2023-06-03,2023-06-21,Emergency,1000,48,11.35,1,Active,0,,Vancouver,dvc_50712
209291,108769,2024-09-13,2024-10-05,Emergency,5000,60,11.32,1,Active,0,,Richmond,dvc_29252
209292,101158,2025-04-14,2025-05-03,Travel,4000,60,8.48,0,NotApproved,0,,Surrey,dvc_52990
209293,103292,2024-06-16,2024-07-07,Wedding,2000,36,10.4,1,Active,0,,Chilliwack,dvc_30031
209294,106498,2023-11-30,2023-12-25,Wedding,13000,48,8.9,0,NotApproved,1,Document,Burnaby,dvc_97338
209295,109536,2023-11-14,2023-12-03,Car Loan,2000,12,10.92,1,Closed,0,,Kelowna,dvc_47965
209296,105252,2024-08-29,2024-09-16,Car Loan,14000,24,8.75,0,NotApproved,0,,Langford,dvc_21185
209297,107079,2024-10-23,2024-11-15,Medical expenses,11000,12,14.36,1,Active,0,,Vancouver,dvc_71125
209298,103012,2024-06-02,2024-06-27,Car Loan,23000,24,11.21,0,NotApproved,0,,Surrey,dvc_60362
209299,107807,2024-05-16,2024-05-31,Medical expenses,8000,36,11.81,1,Active,0,,Surrey,dvc_48283
209300,101056,2024-04-12,2024-04-30,Emergency,4000,24,10.8,0,NotApproved,0,,Burnaby,dvc_90691
209301,103711,2024-05-07,2024-05-28,Emergency,5000,24,10.35,1,Active,1,Identity,Vancouver,dvc_15445
209302,108305,2023-07-30,2023-08-24,Debt consolidation,48000,24,10.27,1,Active,0,,Nanaimo,dvc_51195
209303,100811,2024-09-07,2024-09-29,Wedding,20000,12,11.58,1,Active,0,,Surrey,dvc_14471
209304,109830,2024-09-07,2024-10-02,Travel,12000,36,10.42,0,NotApproved,1,Identity,Kelowna,dvc_12158
209305,106660,2023-06-04,2023-06-21,Emergency,2000,12,11.77,1,Closed,0,,Abbotsford,app_dvc_106660
209306,101612,2023-12-06,2023-12-24,Car Loan,30000,48,11.08,1,Default,0,,Abbotsford,dvc_55417
209307,105384,2025-04-14,2025-04-29,Debt consolidation,3000,48,12.41,0,NotApproved,0,,New Westminster,dvc_37761
209308,108404,2024-07-28,2024-08-12,Car Loan,9000,48,10.08,1,Active,0,,Nanaimo,dvc_43892
209309,109795,2024-01-01,2024-01-23,Car Loan,28000,48,10.74,0,NotApproved,0,,Nanaimo,dvc_32683
209310,100795,2024-09-22,2024-10-16,Wedding,4000,24,8.41,0,NotApproved,1,Location,Victoria,dvc_18726
209311,104202,2024-09-29,2024-10-15,Debt consolidation,45000,36,10.98,1,Active,0,,Victoria,dvc_40361
209312,104060,2024-08-05,2024-08-25,Debt consolidation,34000,60,10.29,0,NotApproved,0,,Chilliwack,dvc_22162
209313,108342,2025-02-25,2025-03-16,Car Loan,14000,12,11.05,0,NotApproved,0,,Vancouver,dvc_96263
209314,109925,2025-02-28,2025-03-21,Debt consolidation,10000,24,11.38,0,NotApproved,0,,Vancouver,dvc_82752
209315,104197,2023-11-07,2023-12-02,Car Loan,10000,60,12.64,1,Active,0,,Vancouver,dvc_99104
209316,108982,2023-07-06,2023-07-21,Debt consolidation,47000,60,14.19,1,Active,1,Identity,Kelowna,dvc_50296
209317,101077,2023-10-20,2023-11-10,Car Loan,21000,60,13.69,1,Active,0,,Vernon,dvc_69638
209318,104219,2023-09-22,2023-10-17,Travel,12000,24,16.58,0,NotApproved,1,Document,Surrey,dvc_79858
209319,104437,2023-07-11,2023-07-26,Car Loan,26000,24,10.9,1,Active,0,,Burnaby,dvc_68258
209320,105890,2024-10-18,2024-11-03,Car Loan,21000,36,11.26,0,NotApproved,0,,Surrey,dvc_29191
209321,106466,2024-02-25,2024-03-16,Car Loan,26000,24,14.61,1,Active,1,Document,Surrey,dvc_68748
209322,104538,2023-06-27,2023-07-16,Car Loan,23000,36,10.57,0,NotApproved,0,,Maple Ridge,dvc_37017
209323,103815,2023-09-19,2023-10-14,Car Loan,4000,36,10.13,0,NotApproved,0,,Coquitlam,dvc_33376
209324,101074,2025-03-23,2025-04-15,Home renovation,40000,60,10.65,0,NotApproved,0,,Vancouver,dvc_46407
209325,103988,2023-06-24,2023-07-11,Emergency,8000,36,10.38,1,Active,0,,New Westminster,dvc_24040
209326,106836,2024-10-29,2024-11-20,Car Loan,14000,12,12.32,0,NotApproved,0,,Vancouver,dvc_93527
209327,100058,2024-08-21,2024-09-07,Travel,19000,48,10.29,1,Default,0,,Kelowna,dvc_10288
209328,106312,2025-03-10,2025-03-27,Emergency,5000,36,8.81,0,NotApproved,0,,Surrey,dvc_30018
209329,103522,2024-09-09,2024-09-24,Debt consolidation,28000,48,10.72,1,Active,0,,Vancouver,dvc_59359
209330,104845,2024-01-16,2024-01-31,Debt consolidation,5000,60,13.47,0,NotApproved,0,,Langley,dvc_23270
209331,108724,2024-02-11,2024-03-03,Wedding,12000,48,11.39,1,Active,0,,Coquitlam,dvc_67611
209332,103948,2025-05-13,2025-06-07,Car Loan,12000,24,10.52,1,Pending,0,,Kelowna,dvc_82644
209333,100928,2023-08-06,2023-08-30,Debt consolidation,10000,36,10.09,0,NotApproved,0,,Richmond,dvc_26397
209334,108999,2023-07-07,2023-07-29,Car Loan,14000,60,15.9,1,Active,0,,Richmond,dvc_41814
209335,101974,2023-08-22,2023-09-14,Wedding,12000,60,8.73,1,Active,0,,Richmond,dvc_84841
209336,104444,2024-04-17,2024-05-09,Debt consolidation,47000,24,11.89,1,Active,0,,Vancouver,dvc_36913
209337,102487,2023-10-15,2023-11-07,Car Loan,21000,48,11.96,1,Active,0,,Nanaimo,dvc_22326
209338,108844,2023-10-02,2023-10-21,Travel,3000,48,15.08,1,Active,0,,Coquitlam,dvc_71274
209339,104694,2024-11-02,2024-11-25,Debt consolidation,36000,36,10.24,1,Active,0,,New Westminster,dvc_77259
209340,106732,2024-01-05,2024-01-29,Wedding,26000,36,10.5,0,NotApproved,0,,Vancouver,dvc_82659
209341,108952,2024-09-15,2024-10-10,Emergency,3000,12,15.67,1,Active,0,,Langley,dvc_75642
209342,105688,2024-10-24,2024-11-17,Car Loan,16000,36,10.79,1,Active,0,,White Rock,dvc_97768
209343,109135,2024-11-17,2024-12-02,Debt consolidation,39000,36,11.75,1,Active,0,,Vernon,dvc_48184
209344,100696,2024-11-23,2024-12-08,Debt consolidation,39000,24,10.27,0,NotApproved,0,,Langley,dvc_90076
209345,104334,2024-09-03,2024-09-28,Debt consolidation,46000,36,12.12,1,Active,0,,Vancouver,dvc_25292
209346,101163,2024-08-16,2024-09-10,Car Loan,5000,12,14.27,0,NotApproved,0,,Nanaimo,dvc_95850
209347,103534,2025-01-30,2025-02-22,Car Loan,16000,48,8.41,1,Active,0,,Coquitlam,dvc_10556
209348,102385,2024-08-08,2024-08-29,Car Loan,16000,60,11.33,1,Active,0,,Surrey,dvc_71607
209349,102303,2023-10-14,2023-11-02,Car Loan,7000,48,10.04,0,NotApproved,0,,Nanaimo,dvc_90187
209350,106646,2024-05-17,2024-06-07,Debt consolidation,16000,12,10.33,0,NotApproved,0,,Vancouver,dvc_71565
209351,109385,2025-01-01,2025-01-23,Emergency,7000,60,11.66,1,Active,1,Location,Vernon,dvc_75253
209352,101975,2024-08-21,2024-09-10,Debt consolidation,12000,48,14.52,1,Active,0,,Surrey,dvc_29382
209353,107606,2024-03-04,2024-03-21,Car Loan,21000,12,15.13,0,NotApproved,0,,Coquitlam,dvc_93803
209354,104411,2025-05-22,2025-06-14,Debt consolidation,47000,60,11.43,1,Pending,0,,Richmond,dvc_27168
209355,105730,2023-06-26,2023-07-11,Medical expenses,26000,12,11.46,0,NotApproved,0,,Vancouver,dvc_29758
209356,102296,2023-08-10,2023-09-01,Debt consolidation,25000,60,10.82,0,NotApproved,0,,Vancouver,dvc_45775
209357,101607,2025-01-15,2025-02-04,Home renovation,5000,36,11.86,1,Active,0,,Victoria,dvc_94410
209358,107585,2024-01-17,2024-02-05,Medical expenses,14000,36,15.73,0,NotApproved,0,,Burnaby,dvc_80417
209359,105853,2024-02-04,2024-02-21,Wedding,18000,36,15.99,0,NotApproved,0,,Burnaby,dvc_51010
209360,101084,2024-03-11,2024-03-26,Debt consolidation,34000,24,15.06,0,NotApproved,0,,Surrey,dvc_33594
209361,106294,2025-04-26,2025-05-12,Medical expenses,23000,48,10.55,0,NotApproved,0,,North Vancouver,app_dvc_106294
209362,104280,2024-03-19,2024-04-07,Car Loan,7000,48,7.28,1,Active,0,,Vancouver,dvc_43474
209363,105178,2025-02-25,2025-03-14,Emergency,5000,36,10.35,0,NotApproved,0,,Surrey,dvc_50153
209364,101743,2023-07-21,2023-08-14,Travel,17000,36,14.3,0,NotApproved,0,,New Westminster,dvc_95310
209365,107685,2025-01-08,2025-01-29,Car Loan,2000,12,11.05,1,Active,0,,Victoria,dvc_11094
209366,101203,2024-04-25,2024-05-19,Wedding,4000,12,15.34,1,Closed,0,,Vancouver,dvc_26665
209367,100218,2025-03-15,2025-04-08,Debt consolidation,4000,24,11.1,1,Active,0,,Vancouver,dvc_35022
209368,105982,2024-07-30,2024-08-22,Debt consolidation,37000,36,15.24,1,Active,0,,Maple Ridge,dvc_55864
209369,103343,2023-07-19,2023-08-11,Travel,1000,48,11.25,1,Active,0,,Chilliwack,app_dvc_103343
209370,104930,2024-01-12,2024-02-01,Wedding,5000,36,12.29,1,Active,0,,Burnaby,dvc_66315
209371,104493,2024-05-29,2024-06-20,Home renovation,30000,60,15.44,0,NotApproved,0,,Richmond,dvc_55093
209372,106394,2023-09-11,2023-10-06,Debt consolidation,44000,12,11.51,0,NotApproved,0,,Prince George,dvc_90006
209373,109714,2023-09-01,2023-09-25,Emergency,3000,60,11.69,1,Active,0,,Burnaby,dvc_52868
209374,101110,2024-11-19,2024-12-07,Emergency,4000,36,11.66,0,NotApproved,0,,Surrey,dvc_91114
209375,100281,2025-03-27,2025-04-19,Wedding,20000,48,11.64,0,NotApproved,0,,Vancouver,dvc_38827
209376,103775,2023-12-29,2024-01-23,Wedding,24000,12,10.59,0,NotApproved,0,,Surrey,dvc_27174
209377,109509,2024-02-09,2024-02-27,Travel,18000,48,10.82,1,Active,0,,Vancouver,dvc_19274
209378,106533,2024-07-12,2024-07-31,Wedding,4000,60,14.91,1,Active,0,,Surrey,dvc_87185
209379,103733,2024-04-15,2024-05-01,Travel,12000,36,14.87,0,NotApproved,0,,Victoria,dvc_65448
209380,100854,2024-07-10,2024-07-28,Travel,4000,60,10.83,1,Active,0,,Surrey,dvc_36804
209381,101086,2023-11-08,2023-12-01,Debt consolidation,40000,12,12.19,1,Closed,0,,Surrey,dvc_48120
209382,109391,2024-11-20,2024-12-06,Debt consolidation,32000,48,10.18,1,Active,0,,Surrey,dvc_21460
209383,104873,2023-11-08,2023-11-26,Medical expenses,4000,48,10.7,1,Active,0,,Richmond,dvc_97068
209384,109317,2024-09-16,2024-10-10,Debt consolidation,16000,12,10.36,0,NotApproved,0,,Surrey,dvc_21936
209385,107870,2023-07-14,2023-07-30,Car Loan,6000,48,11.58,1,Active,1,Document,Surrey,dvc_17960
209386,105360,2023-08-22,2023-09-10,Emergency,8000,48,14.76,0,NotApproved,0,,North Vancouver,dvc_26697
209387,100122,2024-08-15,2024-08-30,Travel,10000,60,11.95,1,Active,0,,Surrey,dvc_36113
209388,108789,2024-12-16,2025-01-05,Car Loan,16000,12,12.6,0,NotApproved,0,,Vernon,dvc_19895
209389,103516,2024-09-29,2024-10-18,Car Loan,25000,60,15.87,1,Active,0,,Richmond,dvc_71105
209390,106326,2024-07-13,2024-08-02,Debt consolidation,40000,36,15.7,1,Active,0,,Victoria,dvc_52388
209391,106519,2023-08-06,2023-08-27,Car Loan,7000,48,8.75,0,NotApproved,0,,Campbell River,dvc_59268
209392,108747,2024-06-08,2024-07-01,Wedding,22000,36,11.74,1,Active,1,Document,Vancouver,dvc_74620
209393,101467,2024-12-12,2024-12-28,Debt consolidation,50000,12,13.53,0,NotApproved,1,Identity,Surrey,app_dvc_101467
209394,104420,2024-11-14,2024-12-01,Wedding,14000,24,10.1,1,Active,0,,Langley,dvc_72255
209395,104262,2024-09-10,2024-09-30,Debt consolidation,16000,60,10.26,0,NotApproved,0,,Langley,dvc_65900
209396,105132,2025-05-24,2025-06-17,Emergency,5000,60,11.99,0,Pending,0,,Surrey,dvc_48104
209397,108604,2025-01-31,2025-02-25,Debt consolidation,28000,60,11.53,1,Active,0,,Surrey,dvc_43544
209398,105996,2024-11-28,2024-12-17,Debt consolidation,44000,24,13.61,1,Active,0,,Burnaby,dvc_92031
209399,101708,2024-01-08,2024-01-23,Debt consolidation,46000,12,10.77,0,NotApproved,0,,Vancouver,dvc_50508
209400,107884,2024-04-25,2024-05-11,Debt consolidation,41000,60,10.87,1,Active,0,,Langley,dvc_31471
209401,105015,2024-09-13,2024-10-06,Wedding,28000,60,14.14,1,Active,0,,Surrey,dvc_96085
209402,104596,2025-03-18,2025-04-11,Debt consolidation,20000,24,8.9,0,NotApproved,1,Identity,Surrey,dvc_94479
209403,106675,2024-01-30,2024-02-24,Home renovation,27000,12,11.33,1,Closed,1,Location,Langley,dvc_91897
209404,109385,2023-12-17,2024-01-11,Debt consolidation,36000,24,11.2,0,NotApproved,1,Document,Kelowna,dvc_45151
209405,104403,2024-07-11,2024-08-03,Car Loan,20000,36,7.76,1,Active,0,,Burnaby,dvc_65220
209406,105680,2024-08-18,2024-09-02,Emergency,6000,24,10.54,1,Active,0,,New Westminster,dvc_80585
209407,103233,2024-09-25,2024-10-15,Emergency,6000,12,11.98,1,Active,0,,Nanaimo,dvc_26197
209408,109215,2024-02-28,2024-03-17,Home renovation,31000,60,11.11,0,NotApproved,1,Identity,Burnaby,dvc_81918
209409,101647,2025-05-19,2025-06-11,Debt consolidation,35000,36,11.0,1,Pending,0,,Richmond,dvc_86816
209410,108106,2023-09-07,2023-10-02,Car Loan,30000,60,11.36,0,NotApproved,0,,Surrey,dvc_83133
209411,101314,2024-09-18,2024-10-11,Debt consolidation,16000,60,15.89,1,Active,0,,Surrey,dvc_50206
209412,104534,2024-08-09,2024-08-26,Travel,14000,48,11.27,0,NotApproved,0,,Surrey,dvc_90100
209413,101126,2024-06-18,2024-07-12,Car Loan,16000,24,15.21,0,NotApproved,0,,New Westminster,dvc_60809
209414,103669,2024-07-06,2024-07-28,Debt consolidation,31000,60,10.85,0,NotApproved,0,,Surrey,dvc_33434
209415,105090,2024-12-16,2025-01-02,Emergency,8000,24,10.68,0,NotApproved,0,,Port Coquitlam,dvc_10932
209416,108710,2024-10-01,2024-10-19,Car Loan,23000,60,12.74,0,NotApproved,0,,Kamloops,dvc_57837
209417,104541,2024-06-19,2024-07-10,Car Loan,3000,36,11.52,1,Active,0,,Nanaimo,dvc_43871
209418,108062,2024-06-15,2024-07-01,Home renovation,32000,36,10.38,1,Active,0,,Vancouver,dvc_94168
209419,104501,2025-02-15,2025-03-03,Emergency,3000,36,12.14,1,Active,1,Identity,Burnaby,app_dvc_104501
209420,103121,2023-10-16,2023-11-08,Medical expenses,12000,24,15.98,1,Active,1,Identity,New Westminster,dvc_38616
209421,101264,2025-04-15,2025-05-05,Car Loan,3000,36,10.69,1,Active,0,,Vancouver,dvc_98421
209422,106733,2024-09-14,2024-10-06,Debt consolidation,10000,12,14.82,1,Active,0,,Nanaimo,dvc_15502
209423,104286,2023-11-26,2023-12-21,Debt consolidation,45000,36,10.08,1,Active,0,,Vancouver,dvc_39468
209424,105252,2024-11-30,2024-12-22,Car Loan,9000,24,7.96,0,NotApproved,0,,Langford,dvc_34798
209425,105976,2024-01-10,2024-02-01,Wedding,14000,36,15.91,0,NotApproved,0,,Vancouver,dvc_20884
209426,102393,2023-10-27,2023-11-20,Wedding,18000,48,10.27,0,NotApproved,0,,Prince George,dvc_54400
209427,106665,2023-05-31,2023-06-20,Debt consolidation,28000,60,11.65,1,Active,0,,Vancouver,app_dvc_106665
209428,109861,2023-08-29,2023-09-14,Wedding,16000,12,12.31,0,NotApproved,1,Location,Port Coquitlam,dvc_88580
209429,107482,2023-06-17,2023-07-04,Emergency,8000,48,13.95,1,Active,0,,Vancouver,dvc_40867
209430,101180,2024-05-25,2024-06-19,Car Loan,6000,24,10.38,1,Active,0,,Richmond,dvc_23891
209431,104348,2024-09-26,2024-10-15,Wedding,2000,12,11.56,1,Active,0,,West Vancouver,dvc_65067
209432,102499,2025-02-06,2025-02-22,Wedding,6000,48,10.49,1,Active,0,,Langford,dvc_18621
209433,107901,2023-08-29,2023-09-20,Home renovation,3000,24,11.86,1,Active,0,,Kamloops,dvc_90572
209434,101656,2024-12-22,2025-01-16,Wedding,8000,48,9.36,0,NotApproved,1,Location,Langley,dvc_76725
209435,105758,2025-03-18,2025-04-11,Car Loan,12000,36,15.01,0,NotApproved,0,,Nanaimo,dvc_65506
209436,106313,2023-11-07,2023-12-02,Wedding,11000,24,11.82,1,Active,0,,Surrey,dvc_42064
209437,103611,2025-02-09,2025-03-04,Emergency,10000,60,11.37,1,Active,0,,North Vancouver,dvc_45958
209438,101805,2024-09-18,2024-10-07,Wedding,23000,24,13.79,0,NotApproved,0,,Surrey,dvc_42114
209439,107292,2024-04-16,2024-05-04,Car Loan,8000,48,11.86,1,Active,0,,Surrey,dvc_14989
209440,107771,2024-04-15,2024-05-03,Emergency,9000,36,11.41,0,NotApproved,0,,Vancouver,dvc_55097
209441,109672,2023-07-04,2023-07-29,Debt consolidation,16000,36,10.46,0,NotApproved,0,,Surrey,dvc_10301
209442,103364,2024-02-13,2024-03-08,Debt consolidation,2000,48,10.78,1,Active,0,,Nanaimo,dvc_20417
209443,103797,2024-02-25,2024-03-19,Debt consolidation,27000,60,10.75,1,Active,0,,Burnaby,dvc_10958
209444,105260,2024-08-07,2024-08-24,Car Loan,3000,36,12.49,0,NotApproved,1,Document,Kelowna,dvc_15520
209445,102643,2025-02-14,2025-03-02,Car Loan,19000,12,14.45,1,Active,0,,Nanaimo,dvc_66494
209446,101502,2024-10-06,2024-10-31,Wedding,23000,48,10.92,0,NotApproved,0,,Vancouver,dvc_42303
209447,103312,2023-11-10,2023-11-25,Debt consolidation,44000,48,15.03,0,NotApproved,0,,Vancouver,dvc_33677
209448,108884,2023-06-07,2023-06-26,Car Loan,25000,60,11.3,1,Active,0,,Vancouver,dvc_34683
209449,104471,2024-10-08,2024-10-24,Debt consolidation,10000,24,10.59,0,NotApproved,0,,Abbotsford,dvc_75462
209450,108058,2023-11-02,2023-11-26,Wedding,18000,24,10.32,1,Active,0,,Surrey,dvc_92557
209451,106123,2024-11-15,2024-12-02,Debt consolidation,36000,24,14.59,0,NotApproved,0,,Kelowna,dvc_61804
209452,108706,2024-01-03,2024-01-20,Medical expenses,14000,12,15.57,1,Closed,0,,Victoria,dvc_86840
209453,105921,2023-12-13,2024-01-01,Travel,17000,24,14.95,0,NotApproved,0,,Vancouver,dvc_40547
209454,108139,2025-02-01,2025-02-21,Travel,14000,12,11.67,1,Active,0,,Surrey,dvc_61236
209455,109624,2023-07-21,2023-08-05,Car Loan,20000,48,16.33,0,NotApproved,0,,Burnaby,dvc_81779
209456,108703,2024-01-24,2024-02-18,Debt consolidation,12000,24,11.86,1,Active,0,,Vancouver,dvc_61068
209457,107897,2024-01-18,2024-02-08,Debt consolidation,9000,24,15.14,0,NotApproved,0,,Langley,dvc_31637
209458,100113,2024-06-26,2024-07-15,Home renovation,18000,12,10.87,0,NotApproved,0,,West Vancouver,dvc_86871
209459,101925,2024-07-30,2024-08-18,Car Loan,21000,60,12.22,1,Active,0,,Maple Ridge,app_dvc_101925
209460,104809,2024-02-05,2024-02-22,Home renovation,17000,60,11.05,0,NotApproved,0,,Kamloops,dvc_84001
209461,106567,2025-01-14,2025-02-01,Debt consolidation,18000,60,13.57,0,NotApproved,0,,Vernon,dvc_44946
209462,101349,2023-06-03,2023-06-28,Debt consolidation,48000,12,11.95,0,NotApproved,0,,Vancouver,dvc_68314
209463,109747,2023-08-26,2023-09-14,Debt consolidation,49000,48,16.29,1,Active,0,,North Vancouver,dvc_73910
209464,103168,2024-11-12,2024-11-28,Wedding,29000,48,14.0,1,Active,0,,Vancouver,dvc_58349
209465,105689,2024-02-12,2024-03-04,Emergency,8000,24,13.99,0,NotApproved,0,,Surrey,dvc_43876
209466,100394,2024-02-19,2024-03-13,Wedding,13000,24,15.04,1,Default,0,,Vernon,dvc_98089
209467,100822,2024-04-01,2024-04-23,Car Loan,12000,60,11.64,0,NotApproved,0,,Surrey,dvc_30342
209468,105802,2024-12-12,2024-12-27,Medical expenses,1000,12,10.81,1,Active,0,,Coquitlam,dvc_22445
209469,101345,2024-08-13,2024-08-30,Home renovation,33000,48,7.49,1,Active,0,,Vancouver,dvc_60900
209470,105090,2024-09-19,2024-10-12,Car Loan,22000,24,10.3,1,Active,0,,Port Coquitlam,dvc_18563
209471,106347,2023-06-21,2023-07-07,Home renovation,16000,48,10.01,0,NotApproved,0,,Surrey,dvc_71078
209472,108797,2025-03-06,2025-03-22,Debt consolidation,17000,24,10.3,0,NotApproved,0,,Langley,dvc_92463
209473,107659,2023-10-13,2023-11-03,Debt consolidation,22000,12,13.14,1,Closed,0,,Surrey,app_dvc_107659
209474,101675,2023-10-27,2023-11-18,Car Loan,19000,24,15.93,1,Active,0,,Kamloops,dvc_79733
209475,103313,2024-02-10,2024-03-01,Debt consolidation,19000,60,12.39,1,Active,0,,Maple Ridge,dvc_95041
209476,101043,2025-03-07,2025-04-01,Debt consolidation,33000,48,11.47,0,NotApproved,0,,Coquitlam,dvc_53596
209477,103137,2024-02-16,2024-03-12,Home renovation,6000,36,13.68,1,Active,0,,Burnaby,dvc_85600
209478,100647,2025-05-15,2025-05-30,Debt consolidation,15000,60,10.95,0,NotApproved,1,Location,New Westminster,dvc_30474
209479,108908,2024-11-02,2024-11-19,Debt consolidation,48000,12,13.12,1,Active,0,,Surrey,dvc_80714
209480,108268,2024-06-05,2024-06-22,Debt consolidation,35000,60,11.92,0,NotApproved,0,,Vancouver,dvc_78338
209481,108137,2025-05-10,2025-05-25,Emergency,9000,24,11.76,1,Active,0,,Vancouver,dvc_57743
209482,103298,2024-06-01,2024-06-25,Debt consolidation,33000,12,11.02,1,Active,0,,Burnaby,dvc_26628
209483,107304,2025-02-07,2025-03-03,Wedding,23000,24,12.2,0,NotApproved,1,Location,Port Coquitlam,dvc_19758
209484,109684,2023-06-26,2023-07-13,Debt consolidation,43000,36,15.91,1,Active,0,,Nanaimo,app_dvc_109684
209485,101166,2024-10-12,2024-10-31,Debt consolidation,23000,24,10.6,0,NotApproved,0,,New Westminster,dvc_19647
209486,100982,2023-09-12,2023-10-03,Debt consolidation,15000,12,11.41,1,Default,0,,Nanaimo,dvc_73402
209487,103973,2024-06-06,2024-06-21,Debt consolidation,42000,60,11.06,1,Active,0,,Coquitlam,dvc_74133
209488,105266,2023-09-27,2023-10-19,Car Loan,23000,36,11.51,0,NotApproved,0,,Surrey,dvc_82956
209489,105728,2024-09-28,2024-10-19,Car Loan,29000,60,11.31,1,Active,0,,Burnaby,dvc_17472
209490,108572,2024-05-21,2024-06-07,Debt consolidation,11000,24,11.57,1,Active,1,Identity,Vancouver,dvc_92249
209491,100587,2025-04-21,2025-05-12,Debt consolidation,9000,12,10.74,0,NotApproved,0,,New Westminster,dvc_64755
